ipst,wallclock
iaa902f8q,650.0
idjl21p0q,48.0
icm604omq,158.0
icx604020,2359.0
idca27010,2274.0
idy63rdzq,130.0
lccw02lgq,19.0
ibevdvpuq,61.0
icto02040,2344.0
ibjg01fnq,145.0
o57h01030,60.0
iblc74woq,884.0
ibev8otlq,943.0
ib2k47paq,163.0
odbum1qbq,18.0
lb8s35mbq,82.0
icas15010,2432.0
ieg821prq,159.0
ib1b61020,267.0
j8rw21010,1406.0
ic6x8v010,1305.0
id0i16010,1700.0
icoh01t8q,625.0
ic4505moq,32.0
ie6z02odq,1174.0
ibf310040,1864.0
icpg19mnq,47.0
lbmxq5brq,57.0
idr006030,86.0
ic5m0dxwq,606.0
iddj04cfq,243.0
ic6j05krq,87.0
idiy15010,74.0
ibu9hd010,2590.0
ie0d04yeq,41.0
iddo03bkq,120.0
id9o25yhq,304.0
idwn02020,4317.0
ib3802trq,258.0
ib9j27zxq,1580.0
iciw04030,609.0
iebn02010,506.0
idot43010,1894.0
id24120f0,278.0
idx510060,291.0
idj605iqq,52.0
ic7h75lrq,736.0
o57318010,42.0
icwz02020,1092.0
icim10k9q,147.0
idy693ctq,126.0
ocd606qwq,18.0
ib3806vdq,112.0
idcf03o2q,50.0
ibxa73jzq,79.0
ie9603kmq,211.0
ids040050,327.0
id1k4jquq,1180.0
id8m07020,1414.0
icux05udq,56.0
o46p40020,48.0
ibrl08010,2611.0
ibwh08070,53.0
ie0n03f2q,449.0
o4fo720w0,67.0
lbx311haq,71.0
ie4e34agq,742.0
ibct4qk1q,30.0
iddo04zfq,94.0
id3a03rxq,496.0
ie9q02hzq,337.0
idot81a1q,552.0
lc1j01q0q,18.0
icra02nwq,116.0
icr889cxq,1412.0
ie8612gpq,109.0
labp73g9q,18.0
icir11e8q,733.0
idp498okq,959.0
oc0m04010,48.0
ie1c29010,2298.0
ibdy07mdq,36.0
ibf6b5q1q,1138.0
id0d07fgq,29.0
o59a13020,74.0
ibbsl1fkq,220.0
icvn05020,1960.0
lb3j07m3q,10.0
icr3a6n7q,86.0
ic4576xcq,33.0
idy693cqq,82.0
j8si07020,140.0
idnzm3n2q,57.0
icvba2btq,173.0
idb711o1q,1072.0
j8q9080y0,123.0
icgy17hgq,1033.0
ic6m7na3q,749.0
id0k83010,1750.0
idg207uqq,51.0
icm605f3q,90.0
idml05010,3517.0
iebjee010,1190.0
ich112jdq,916.0
la9k01vtq,23.0
ic7i20nqq,770.0
lbh203abq,16.0
ib91iwgoq,431.0
idcc85brq,1904.0
idg240pnq,51.0
icpg20oeq,75.0
id0b91010,1946.0
ibu9fy010,3235.0
o4v408010,99.0
ibvh01040,59.0
iccz80kcq,46.0
icau38010,2272.0
iec0a9020,1621.0
idc92g010,2053.0
ibcd40030,1450.0
icnb37040,2087.0
j8uw19020,54.0
ie9m85010,1817.0
ibfy01aqq,171.0
ic4541r6q,33.0
ib5d18020,4233.0
iddj01urq,243.0
ichd08akq,147.0
ib6v25030,2100.0
idn016040,9666.0
o4h7b1030,26.0
o5h730050,45.0
o46p4g010,42.0
ibbse5fzq,164.0
ic6xb7jpq,489.0
idce05txq,37.0
j8ivb1rbq,29.0
ib6w61050,2436.0
ie1b12raq,128.0
iac799klq,38.0
ibh714goq,35.0
idca0s010,1765.0
ic5k13010,10915.0
ichy05hoq,90.0
idup74j9q,1418.0
ie4l08040,3865.0
ic3t02g8q,930.0
j8ep07vkq,46.0
ic3m41wnq,451.0
icpg12dfq,44.0
ich3120e0,296.0
ibyw01040,3745.0
ic6df1hoq,131.0
icqrb4k9q,883.0
idov15g6q,23.0
ic5p030b0,93.0
icyr1c010,241.0
icpw2o010,1878.0
ic9g07010,374.0
ican04zuq,78.0
icg6d9ioq,548.0
ib917dbvq,673.0
ib7711010,98.0
idc72ka4q,756.0
icq197m2q,26.0
id5o28020,2044.0
la9k01wsq,26.0
lb8s5ypdq,59.0
icii09muq,786.0
o4g001040,89.0
ibxd13vjq,161.0
idp622irq,844.0
ibnh11amq,1500.0
idy62oe5q,192.0
id2f39elq,1576.0
ie9202o5q,613.0
icq164z4q,29.0
ib6w11040,3760.0
ic2m09bsq,176.0
ic3i06050,2423.0
laad02d6q,17.0
idp612k9q,1327.0
ib914g010,671.0
icgy10awq,1140.0
o59y05020,85.0
ibu404jaq,191.0
ib1308010,4863.0
idci24dyq,1840.0
idx506030,327.0
ibbsz5qaq,109.0
idvw3aa8q,980.0
ibh706efq,52.0
idwg59010,2341.0
icok30tbq,129.0
iddh04i9q,785.0
lce30yyeq,83.0
ibc626e9q,31.0
ie7x09010,182.0
ibuc010a0,330.0
ic0541010,5117.0
icux04rnq,55.0
idov60a3q,36.0
ie0l02ieq,65.0
idci26ixq,1469.0
icftcn010,1751.0
id9925euq,385.0
ibht07suq,209.0
id1x07bmq,1158.0
ibci020c0,65.0
ie4n71030,2208.0
idp058ldq,2328.0
ic6m3l010,1406.0
icd6040l0,2110.0
o58ob30y0,61.0
ibtq22h6q,874.0
o4lv03010,32.0
lc4d0ureq,55.0
ibtm7lcoq,1311.0
icpw47010,1146.0
ibnz01v9q,52.0
id0o39dcq,97.0
ibwh040h0,88.0
idnta3h3q,827.0
ie3b28010,577.0
ibu94hvoq,1239.0
id0d0huyq,38.0
ic9t26b2q,221.0
icdb79050,353.0
la9k03e7q,22.0
iaah14050,541.0
idg269jwq,58.0
idy64gscq,191.0
ie8510i0q,557.0
ic6m4r010,2484.0
iblk81rvq,2508.0
ic6df2jjq,181.0
o5bq45010,67.0
ie0l55geq,434.0
ibdp22040,193.0
la7t04w8q,23.0
ie1na3010,349.0
j9im02010,3397.0
ibwi11060,82.0
ib4w01iiq,73.0
ibxa72j9q,198.0
ic9704030,2875.0
ie1h23g0q,39.0
o58i02k1q,25.0
ic5lm3ydq,34.0
icftbfmeq,500.0
icx009010,3079.0
idggaf010,2829.0
idcd38g0q,2680.0
ic9l07030,1873.0
ibqq36coq,167.0
id3x01c2q,279.0
ib9j37egq,1564.0
j9irw5jmq,2253.0
icg6a3010,1796.0
id9o17uaq,49.0
idca85010,2244.0
idr004020,94.0
ib91fm010,1468.0
idkv32020,528.0
icpw0b010,1491.0
iduy38tnq,296.0
ibtp43rwq,421.0
ie1b26jkq,143.0
o4an17030,37.0
ic6xbq010,1825.0
ic1d14030,2584.0
idut0ht5q,36.0
iee911020,2424.0
ib9j2dfqq,1619.0
ic74bdo6q,154.0
iby810020,126.0
ibbsza020,318.0
iddl02lsq,190.0
ibbsr1qmq,222.0
ie7l06lpq,111.0
iciu17wqq,691.0
icq92bb3q,598.0
icd401020,2749.0
idi505d7q,155.0
ie4n90040,1563.0
iacr01jjq,558.0
idv402fwq,1098.0
iegj56eyq,939.0
ibbsf2j0q,647.0
ib2k15flq,195.0
ic2z03040,2466.0
iac532gwq,1361.0
ibsl23080,87.0
ic050ikoq,885.0
idwg58010,2382.0
iaau310b0,160.0
iecs23020,2396.0
idp541acq,2088.0
icwy04kgq,61.0
id5o53020,1789.0
ibzqa6030,6464.0
icscb3010,98.0
iedk43bbq,848.0
o42302080,80.0
iaa902dtq,433.0
ib6wd6f6q,47.0
idwc44xbq,138.0
ibqo10040,666.0
ib910j010,860.0
icxv17030,2212.0
idov37hcq,40.0
lbuki3i0q,60.0
ie1q10d3q,376.0
ic3h71c2q,62.0
ie0d79q7q,35.0
icb901010,9529.0
id24090e0,470.0
iboi5chaq,868.0
ic40a3c5q,654.0
ie1c2f010,2320.0
ibu9be010,2682.0
icha36iiq,64.0
jb5192020,117.0
la78r1e0q,64.0
ic6x9l010,1402.0
idov59azq,38.0
idme01xmq,44.0
ib3819b2q,101.0
ibee020k0,65.0
idi509rmq,96.0
icmd63080,478.0
idsy07010,2521.0
iboi5ip4q,2209.0
o5bl04020,32.0
ib5w02020,425.0
j8q9060j0,77.0
ib2k58zjq,100.0
ibg001aeq,136.0
ibht01jtq,225.0
id0k3bc2q,643.0
idid01m4q,186.0
idgg47010,2676.0
idwg3p010,2276.0
ic0519hmq,996.0
ibh725xnq,42.0
id1l36c2q,200.0
o46p76020,37.0
icq955a1q,596.0
odd6p20d0,17.0
ic9t43ivq,83.0
idwf03rqq,192.0
idup73j2q,40.0
icgy17hoq,1195.0
lb6822eaq,49.0
idok12h3q,1994.0
ic27sg020,1959.0
ic6m4lqaq,501.0
lb2a06h7q,18.0
idg264eaq,328.0
id0i64010,1971.0
o5c902010,92.0
ibu9gb010,3275.0
idda11d0q,195.0
icw809080,4496.0
ic9t44fbq,91.0
ic74ba010,1416.0
idf501daq,69.0
iche09bcq,314.0
idy60pdvq,105.0
ibxa71sxq,201.0
lce30zynq,72.0
idme01vaq,61.0
ie6d12010,3368.0
ic1377010,1987.0
jdzn04060,106.0
idot22010,2389.0
ie0d0mrrq,26.0
id2f09dpq,1792.0
idcd33gkq,161.0
id8j01vaq,296.0
id0o26gkq,135.0
ib3d10010,1701.0
icyr1h040,336.0
ib2kabm5q,100.0
idr105jkq,106.0
ie7459020,1719.0
ibwm38010,9314.0
id2f22szq,1737.0
iblc41eoq,619.0
iegf03070,39.0
ido511040,38.0
ib1b49030,243.0
id9h05dnq,67.0
ibc1d4c9q,588.0
ie0005hrq,312.0
ibzc16raq,708.0
idaz04oaq,948.0
ie1s14fcq,30.0
ice1c4xpq,870.0
jcnw08090,3809.0
icc205040,1429.0
ie7s03baq,799.0
ob6i03040,32.0
idbh37050,300.0
idus33pyq,120.0
ib5t10020,1852.0
idp1c1szq,1298.0
icwy04khq,54.0
ibty010a0,1381.0
j8qr01080,153.0
ib5d07hkq,723.0
icph6e010,2022.0
id0f13010,12631.0
ibg001m1q,99.0
ib91qf010,645.0
icg650010,1655.0
ibtxa1hrq,1270.0
ie1374krq,2296.0
idg241q1q,40.0
ibld0bbhq,35.0
ichda8020,472.0
ibxb97010,114.0
icrn01010,63.0
icc213030,793.0
ibwh06030,81.0
iduy07soq,62.0
id9926fdq,42.0
idcd20etq,2694.0
iehl08uvq,197.0
ics482ajq,33.0
icii80e7q,792.0
o4z102010,120.0
ids0a0djq,82.0
icr3a7020,428.0
id0k26010,1880.0
ic3a02030,1783.0
ibjd02ixq,36.0
ic9t03vtq,137.0
lbga17koq,12.0
idci17clq,1565.0
ics485t0q,28.0
idwi1jwkq,990.0
lbn102zzq,14.0
icze09tzq,544.0
ibwjcgayq,84.0
ie1b40laq,2440.0
ibf315040,2086.0
ibct0aolq,31.0
idb654040,2604.0
idms11okq,153.0
id5d03fzq,463.0
ib91cg010,1411.0
icm202010,374.0
idy62sfgq,127.0
j8i0a3e2q,2089.0
ic6m3d010,3079.0
ic6xahn8q,1463.0
idi5a6uaq,277.0
ic1r91veq,124.0
lbhx20bbq,20.0
icrz24ueq,166.0
iac531gsq,1468.0
ib4w10goq,158.0
ibfd10030,2189.0
idwc51hgq,157.0
icmd20fnq,93.0
icls20hyq,754.0
o5h744010,45.0
icft56010,1726.0
icd007g0q,202.0
icrn12f2q,39.0
idut55f5q,33.0
ieg812nqq,161.0
ie1b24fwq,147.0
ie1c1a010,1712.0
ibts38040,2378.0
ibc1d4bwq,450.0
idg224lxq,262.0
ie2v16010,613.0
ibdy04vdq,58.0
ic6m6s010,1229.0
j8iva1qrq,34.0
idmg01pvq,170.0
ibbsd0020,346.0
idd401020,446.0
id9918g0q,421.0
ibu862x0q,20.0
iefi02f4q,41.0
ibct2ln9q,33.0
icvbb5haq,201.0
o5fx52040,41.0
idy60lb9q,156.0
ido517020,2057.0
idx5a7ogq,198.0
ibu9g1010,2759.0
ibcx02q6q,1195.0
ic5la1tjq,579.0
lbgl03arq,48.0
j8i0btx2q,2419.0
icfs11wpq,53.0
iboi4qiss,938.0
ic3f27040,3094.0
ie0l37ixq,64.0
idp535weq,3134.0
idb003ubq,66.0
idp449ghq,704.0
ie37hbavq,225.0
icco04010,2356.0
ib5s050e0,1538.0
iddb08c1q,464.0
ib91o8010,1430.0
ic9t35ltq,104.0
iblc74wmq,555.0
idci14m4q,40.0
ibg001mgq,204.0
ib91b8010,1485.0
icn2o1010,3731.0
icft61010,1658.0
ibxa61irq,190.0
ic3g06teq,301.0
ief501fcq,58.0
j8r013020,2963.0
o3zx060a0,69.0
ibe213x6q,509.0
ic3t2pj7q,1234.0
icwz14010,1629.0
oc2520c8q,13.0
id9o31b6q,398.0
idy609c8q,88.0
idb007wxq,463.0
j8vp01010,4402.0
id5d08p2q,87.0
idb761naq,1020.0
icq10kvyq,25.0
ib3502p8q,91.0
ib91io010,1512.0
ibmd32mhs,1615.0
j8i0btuiq,1831.0
ie1h94s4q,1114.0
iehl07ueq,193.0
idxr54050,2343.0
iehl10xfq,191.0
idnza3roq,55.0
ie7l02mqq,147.0
iblk89qgq,2822.0
ibtm7eveq,1897.0
ibex07040,2004.0
ib91n7ldq,462.0
ibtm7durq,1612.0
idcd33glq,88.0
o5eh01020,48.0
ids0e0kfq,163.0
icok33g7q,198.0
id0k2d010,1933.0
ieg858010,1684.0
ibc113hsq,36.0
id9o24cgq,367.0
ibyk06rjq,96.0
icyr2u040,208.0
iedn22020,1091.0
idc960010,2187.0
id9o36cqq,404.0
ib917cmtq,456.0
ice056vvq,25.0
ibty03bdq,81.0
labo05voq,23.0
icq184k4q,22.0
ibc302ioq,1344.0
ibh714i9q,31.0
ibyk02zpq,225.0
ied503j3q,199.0
id3t03nwq,499.0
idvz20jaq,1280.0
idy643qqq,156.0
la9k01u1q,21.0
o5fy01030,53.0
iegk29010,1866.0
id6901020,2396.0
idvw2tqpq,744.0
lbov32cqq,28.0
idi114020,2439.0
ic3g14vjq,341.0
icpw2f010,1893.0
icua55010,183.0
la8q94040,14.0
ido503xvq,26.0
icdv01ihq,426.0
iege17030,167.0
idy638ggq,175.0
idow33010,8247.0
ie1m01a1q,628.0
ic8z11bvq,182.0
idwg28010,1786.0
icok22n6q,87.0
icwy04kkq,316.0
obxq010f0,30.0
ib91kdaaq,333.0
ib2k91q7q,61.0
ibfo16030,2310.0
ibbsd0030,155.0
idot0jl9q,605.0
id2f19p2q,1416.0
ibu90q010,2855.0
icyr0g010,234.0
ic0522010,4675.0
ic8z18hcq,182.0
ic9c01020,1926.0
la8m03pzq,60.0
icau78010,2514.0
idid03htq,166.0
ics331jnq,1259.0
ibtp71obq,646.0
ibt001020,2062.0
ib91j2ylq,483.0
ibwh02090,53.0
la8131w6q,77.0
ic6xdp010,1554.0
ibv523f2q,1183.0
ibevdudbq,1125.0
icgf09010,811.0
ibcdaa030,281.0
ied503iyq,199.0
ibbszkakq,230.0
idut06wcq,38.0
id1v04deq,840.0
ics304lmq,1974.0
lchr03bkq,135.0
ic6m7l010,1271.0
j9i413atq,36.0
id0k4c010,2133.0
ibdp21020,519.0
iege070d0,157.0
iaan12alq,364.0
lc4e37ttq,63.0
iaby01laq,1147.0
ib6w91030,4357.0
ib91fo010,1429.0
ob7506010,78.0
ic3fa6030,3675.0
ie7xa8d3q,80.0
ibci020b0,47.0
ibwua1r3q,74.0
oc8409130,29.0
idb853fkq,24.0
id6s03020,1634.0
ids0b1vaq,76.0
icss01cjq,499.0
ie0l35hkq,69.0
iciw01020,300.0
ib3820bbq,209.0
ie1118010,8683.0
ibeujfq2q,864.0
la9g02jnq,16.0
ie7j02bmq,116.0
ibci02030,56.0
ich112jgq,854.0
j8ny01020,23104.0
o5c01o010,108.0
ic6xdb010,1527.0
idp512lkq,112.0
idoy10kxq,363.0
jb7h07010,108.0
idsd01qzq,225.0
iblc02yjq,1383.0
ib2y07010,3040.0
ieh810010,750.0
lc7q02hyq,139.0
iby80a010,111.0
ibu899lyq,40.0
idwg06s8q,315.0
idcd24huq,177.0
ictn19010,241.0
icde25050,39.0
ic9o04020,4029.0
iedh13010,2936.0
la8q99050,51.0
ic9t27c7q,117.0
idp41s010,2305.0
ieg804wdq,180.0
lccl21m4q,42.0
idp411010,1688.0
o5bq41010,51.0
icsh10kwq,229.0
ibdp05020,172.0
ics460zzq,315.0
ibuca5bhq,98.0
ibu405jnq,170.0
ie9601h9q,128.0
lcao86eoq,38.0
id0b2g010,1517.0
icf866010,5710.0
ibca60csq,1261.0
icftc0a9q,562.0
icgf08ujq,40.0
icvz50lyq,684.0
ic2m10uwq,118.0
idy62ytdq,161.0
iegk85010,1731.0
ocr7dlbdq,25.29
ibvk02090,111.0
icd009dvq,107.0
ob6062s3q,23.0
ic5m4dk5q,141.0
idcd21gkq,177.0
ichh03i9q,1071.0
ie1c0e010,1911.0
ic0534eyq,776.0
ib91i4h4q,503.0
idme01ryq,55.0
j6lk02030,13517.0
ib3819atq,172.0
idh502020,2123.0
iegk59ybq,619.0
ieec66010,2096.0
idot0p010,2173.0
ibv526u0q,1301.0
ibs332020,3938.0
iebn01010,515.0
idkf03040,1710.0
lbby07cpq,42.0
idy421050,3275.0
ib1f87jgq,1020.0
iciie7veq,789.0
ib913s010,1247.0
idvw3y010,2451.0
ie1na1010,341.0
idja17020,748.0
ida934090,1662.0
ic3w01b0q,39.0
lcdr28xlq,28.0
lbxx03m2q,19.0
ie1s02010,55.0
iehl06srq,96.0
ici204030,596.0
lcqf01byq,66.0
id8j03qjq,354.0
iben03cnq,1041.0
id7e08040,2102.0
idmg12lgq,106.0
iblk92iyq,2781.0
icii31seq,751.0
ids0a1050,258.0
ibcd03090,959.0
idy611h7q,158.0
idt401mwq,69.0
ib1b99020,182.0
ib7796020,95.0
idb771tmq,1090.0
icii85i6q,804.0
ids0g0jlq,165.0
iccz76ouq,32.0
idl865010,1824.0
ibxa78p2q,193.0
id3z03asq,37.0
idow19010,8799.0
id5e12010,7354.0
ib3d46riq,673.0
ibu851f5q,25.0
idg208w0q,61.0
iaai03soq,179.0
iac562cuq,652.0
lbuku4f4q,59.0
icmw01vhq,1079.0
iecs16020,3266.0
idp111ilq,1049.0
iac713nfq,20.0
ics318ozq,1323.0
la9k04oeq,20.0
ocr7jhplq,27.73
ibdg04k9q,153.0
ict903b1q,171.0
ief704jxq,25.0
idok01euq,4206.0
ie1u64050,182.0
lb5n34yqq,20.0
ico803t5q,197.0
icwk05030,3093.0
o8k801pqq,40.0
ic6dm3laq,108.0
ib91ae010,1049.0
id5d08p4q,106.0
ics302naq,1357.0
labo05vkq,25.0
ibly05ayq,351.0
ib2k85l6q,134.0
ib1f33030,3473.0
ibld07s6q,20.0
icj402010,308.0
ib2w01030,4589.0
icqa3q010,1972.0
idgqa10e0,237.0
iduy08ttq,64.0
ic7301ozq,228.0
lcao79hkq,44.0
o4qp9e020,39.0
lbmxo3t1q,70.0
j8q9060n0,105.0
idp526zuq,136.0
idwc42jlq,172.0
ib910t010,948.0
ibsf12020,4495.0
icq954010,1667.0
idus18l1q,147.0
j96029020,84.0
lce31rw4q,75.0
ibfq14040,2506.0
id9907zsq,62.0
ibtm8lqqq,1072.0
ib3819amq,138.0
icqx01ukq,1127.0
idb843vkq,24.0
ie1c75bgq,988.0
idg228cyq,58.0
oc84041q0,30.0
idmg01rkq,74.0
ice1b1w3q,806.0
idmg10n5q,123.0
iac770usq,37.0
ibht02v6q,195.0
idan83020,3470.0
ib918v010,809.0
o4g253080,93.0
j8i0bkymq,2273.0
id9905ykq,411.0
ic3t54hkq,988.0
icrw06020,334.0
ib2k64g9q,172.0
id5d06i9q,558.0
icyr0m040,331.0
ibfi01040,2184.0
idj601moq,41.0
ib5s030g0,1577.0
iaau21030,331.0
ics333v6q,1649.0
id9603010,2243.0
lbiy02ekq,42.0
icwy25ofq,39.0
idcg04bgq,909.0
ic4005i8q,426.0
ibk310l6q,676.0
ib2k54nwq,132.0
ic5j11xhq,52.0
ie0l05mgq,50.0
ie7f09bfq,351.0
ib914dy7q,658.0
icqx03aiq,1027.0
icrz22v2q,124.0
idr0b3020,501.0
idx204icq,116.0
icau95k8q,1098.0
ich3090f0,306.0
id0nc4hoq,411.0
ibtp06a1q,582.0
ibxa84c8q,135.0
id9g03030,4251.0
la8m04fvq,104.0
ibh714baq,35.0
id0o15krq,152.0
labq70q1q,18.0
ibwv03f6q,105.0
idi112010,1968.0
id0i3b010,1998.0
ibtp07f7q,673.0
idgq62010,484.0
idy608buq,110.0
icdz06elq,48.0
icwy02iiq,52.0
iegj08010,1157.0
lb8s4leyq,90.0
ibh713dxq,49.0
icvba3d2q,93.0
ic0qa1010,3431.0
ibcr12l2q,534.0
idca72mnq,690.0
icau72ngq,1014.0
ib3v07030,4558.0
ie7h03010,218.0
icft67zlq,456.0
idlp53kqq,916.0
ic2m08fwq,165.0
idcc0jcts,1868.0
iblk0edjq,3059.0
id0f19010,12518.0
idp508s0q,100.0
ictn04diq,796.0
ibc703050,1335.0
icii41c9q,770.0
idcj04l5q,1358.0
ibsl190b0,293.0
ie5h09020,3832.0
icpg14fkq,48.0
ics490brq,105.0
ic1372xuq,1130.0
ib4w05z0q,153.0
ib9j52uwq,1198.0
iegk73h0q,870.0
ie7h040g0,295.0
ibld36gfq,21.0
labo05vlq,23.0
id1x03gvq,1596.0
ibch01v5q,67.0
idot40010,2109.0
idc920010,2019.0
idw1070f0,312.0
idwg20rpq,842.0
ie0d79q9q,37.0
idc70m010,1915.0
idp627geq,1336.0
o54359010,86.0
icq10rz4q,24.0
ie8610jbq,158.0
id0o25ijq,147.0
o6fn01c9q,14.0
iaauc10a0,234.0
ib2k71itq,195.0
ibld0lv6q,32.0
idg223l2q,65.0
ic6j06nzq,118.0
ibbst5suq,188.0
lb8s81ckq,61.0
ie8c04p7q,162.0
o5fx91040,38.0
iclm03020,1167.0
ibh714guq,33.0
id1l34010,298.0
ibm608dcq,112.0
lbre01d0q,17.0
icrz15r6q,59.0
ie1867lgq,1156.0
ib91iy010,1483.0
idc703010,2021.0
idupc4vqq,928.0
id5w03010,453.0
icau18t3q,1196.0
icnv01040,3769.0
lb8s2nneq,69.0
id0r0lppq,2245.0
lce347zeq,56.0
ibyk08gxq,219.0
ibcdb10d0,258.0
id9o21x1q,369.0
j8uw19030,70.0
ibsva6030,5901.0
ibld54s3q,35.0
idbha8040,318.0
id5o06010,3684.0
ie4i06010,4255.0
iccz84q1q,43.0
j8qo25050,123.0
id1k1q010,3207.0
id1x05v2q,1364.0
idvz01yeq,3038.0
icmdp30c0,219.0
ibca19xjq,1053.0
ie0l32fmq,432.0
icq156lyq,25.0
idr0a1030,439.0
idi144020,1689.0
ibu9e8aoq,1380.0
jcra02nnq,1297.0
ic4006ngq,412.0
icm608jmq,94.0
icpf27deq,54.0
ida929080,2220.0
ids0d0gmq,77.0
ibsvb0ozq,953.0
idot0i010,2270.0
idgq53030,344.0
ie1b33z7q,112.0
icbq02010,2873.0
ibu404j0q,182.0
idg203piq,64.0
icft16010,1666.0
icha03scq,175.0
ib1b23030,330.0
ic4457010,11666.0
ic1r79rrq,214.0
icm604nxq,137.0
iby842uxq,75.0
j8r006030,3160.0
ib4a86020,1905.0
iehc79dhq,1507.0
ib9j3cc0q,1575.0
lc1020epq,19.0
j8si07030,263.0
icnb21040,2310.0
idp435mcq,733.0
o4g202080,129.0
icvba4dtq,157.0
ie1922icq,1139.0
iebi02edq,1031.0
icpf33kmq,45.0
ib913reoq,507.0
icii11r8q,792.0
ic4560plq,38.0
ie1u64030,366.0
ibwua1qyq,86.0
icua04010,190.0
idy421030,3974.0
id1la0010,343.0
idi510scq,125.0
ibdy04vfq,56.0
iaab09010,909.0
idbh29030,116.0
iegk76010,1672.0
o5b604030,107.0
ibti02040,408.0
id0i1x010,1903.0
icvba1agq,171.0
ib91nc010,1058.0
id1l27mzq,208.0
ibdg03juq,179.0
ib5f10010,4511.0
idjo06bhq,369.0
lb2h04d5q,20.0
ibcd330a0,264.0
idvz03y8q,3279.0
iclt0i020,2043.0
ibo8a4lnq,203.0
j8tq04040,70.0
icphce010,3927.0
idcd78a8q,58.0
idan12020,4017.0
id0d82fzq,33.0
lb5n28cvq,19.0
ic6m5efeq,987.0
icwy09jjq,326.0
ibcd670e0,606.0
iegj3j010,2075.0
la8o19i8q,75.0
iboe1kixq,61.0
iabk03060,83.0
j8rh01010,3246.0
ic5k42010,12456.0
ie6d22020,2661.0
id7318040,4041.0
lbcla2nbq,14.0
ie37caniq,137.0
ibu92n010,2686.0
ibc144yeq,746.0
ibnh14vtq,1475.0
ibum01050,564.0
ibcnb1xxq,69.0
id0k74acq,628.0
id7r32010,312.0
id6h01010,654.0
idc90w010,2055.0
ibfr18040,2566.0
ibrl07010,2408.0
icok20hnq,97.0
icq153a3q,24.0
idg201nwq,419.0
idxr02030,2052.0
ie0d05a1q,33.0
ibu9en010,2810.0
icdy3s010,1892.0
ibcdb10u0,211.0
ibsub0xnq,1090.0
idov0hf5q,40.0
ido993010,1823.0
ibld60cvq,36.0
icpf19fdq,462.0
ichz01wjq,294.0
icq943010,1668.0
id0d75h5q,22.0
ic7473vaq,480.0
iegj1t010,673.0
idan06020,4329.0
icqr61drq,770.0
ic8x42030,3684.0
idot2r010,2256.0
idy63iohq,90.0
la9t24i1q,20.0
idy627brq,138.0
icqr14v9q,914.0
id0o33enq,112.0
ibbs06jyq,1272.0
ibc133mnq,39.0
icon03020,215.0
iac545u2q,1510.0
iblc73w5q,39.0
id8j51rmq,383.0
ib91hj010,934.0
ibj208rfq,1157.0
ie7h14010,191.0
icrz30uxq,143.0
idvw15010,2448.0
ie0d88exq,25.0
lbmuc1fgq,47.0
icua37010,194.0
j8uw21040,60.0
idus45010,5757.0
idx5a4imq,131.0
iehc91gzq,1191.0
lbx866k0q,36.0
ob3s07guq,14.0
ib91aa010,1315.0
ic8z09f6q,114.0
id5o12020,1534.0
ie1h94syq,1088.0
ibl95anrq,73.0
ibbt02awq,53.0
o5hs05060,33.0
iaau41010,293.0
id9905yiq,53.0
icxy01010,788.0
icq116gxq,35.0
ie7y11plq,62.0
ie9m02g5q,1155.0
ie0l09fjq,209.0
ibsl20050,86.0
ibwua1qrq,71.0
ie1qb4nhq,187.0
ie7h110c0,199.0
idy697p5q,120.0
ibzc15nvq,781.0
icds02jiq,173.0
j8r009020,2948.0
ic451ca2q,39.0
ief704jvq,34.0
icau42020,2549.0
o58ob20k0,61.0
ie1c3k010,1929.0
ic450gizq,39.0
ibxd14glq,446.0
ie7h04070,163.0
id1x12icq,1622.0
ictn12gxq,919.0
j8i0bedrq,1971.0
ico501lpq,37.0
icmw09vaq,693.0
id8m06010,3149.0
ibqq33xcq,223.0
icrz45010,4680.0
ice010g2q,43.0
ib5r02020,5791.0
ibf816030,2356.0
iddc16q1q,421.0
idp144ckq,678.0
ic8z02u3q,679.0
ibqq36ciq,167.0
o5hd01030,45.0
ieag39010,2778.0
id9o12jeq,57.0
ibct17u3q,40.0
ibxa75leq,192.0
id5905brq,475.0
ic9t53flq,187.0
iehl02lhq,172.0
ic3t87k0q,1067.0
ib91jlcsq,185.0
ict0a1050,2610.0
icyr0z010,379.0
iblc81h7q,528.0
icra02nsq,129.0
idci19g2q,1569.0
idk504060,2246.0
lbpa02ffq,33.0
ib8d93010,2980.0
ie182s010,2307.0
icok19d0q,142.0
idov98jwq,35.0
ibuc54010,333.0
ibxj04nqq,1525.0
icuq09010,1417.0
ie0l13hnq,587.0
ie3u01020,7236.0
iegj3w010,1829.0
ib5y02010,1945.0
ibt5a1u5q,82.0
icw202010,489.0
lbx304fhq,233.0
ibuc53080,335.0
id9o17ukq,156.0
ic3t49coq,65.0
ibcz21dvq,381.0
ie9m43020,2557.0
iac736liq,32.0
icco04040,3003.0
o4c8070j0,41.0
o5g113020,41.0
ibcr10kjq,549.0
idkv12020,499.0
idy62cgiq,156.0
idox01biq,76.0
ido517aoq,26.0
lb8r19cqq,38.0
j8d401030,2941.0
ibfp01040,2536.0
o4dd070f0,40.0
icpw1g010,1472.0
ibc627f3q,23.0
idnz53aeq,57.0
id2f01epq,2642.0
idt002fzq,28.0
idvf20010,7669.0
