ipst,wallclock
lb2402zfq,24.0
ibjda3mtq,33.0
icr837biq,1266.0
id0n33j7q,40.0
lcix05pfq,61.0
ic0543t9q,772.0
iehc26pjq,1462.0
ibbs50m2q,234.0
ido913010,1822.0
ib91iw010,1250.0
idk409080,2629.0
o53810020,46.0
icft26010,1641.0
idut06wdq,33.0
icbq03070,2207.0
ic3f44040,3403.0
ibxa81iuq,181.0
ic6xanyqq,122.0
idan25020,3541.0
idy63atpq,183.0
ib9201010,2708.0
ico501mnq,39.0
ics312v0q,1441.0
ib5u10050,4336.0
idid02swq,185.0
obzw13ipq,15.0
ibxa75ltq,162.0
jbjh44awq,1217.0
ic6dafmbq,179.0
ie7h090f0,245.0
ocmr01tfq,14.0
idjs08020,3755.0
id0k3h010,1975.0
o44x09040,38.0
idc757s4q,913.0
ics409egq,609.0
iduy38tpq,376.0
o4lm52030,67.0
icaf02020,247.0
ic8z07ceq,114.0
ic6da6x1q,88.0
icvn06030,1779.0
idot1eamq,881.0
iedh51010,2605.0
ibxd90y3q,1672.0
ie1h93qyq,39.0
icauz9ocq,1020.0
ic0553frq,957.0
ible15j1q,30.0
icll05drq,144.0
iehq09pgq,508.0
idgz04020,1865.0
ibty02070,85.0
o5hkdw040,52.0
idp533zvq,168.0
ie0l18jcq,441.0
idda04scq,185.0
icdm43040,2202.0
idux08bjq,2000.0
idus39f2q,158.0
icrz18a7q,168.0
icii78cqq,609.0
ibxa77ipq,193.0
id0k56010,1898.0
ibt004010,1779.0
iblt3mayq,66.0
idov13luq,39.0
icft74ahq,549.0
id8i14mcq,756.0
iefk44tpq,936.0
ie3b14010,633.0
ida404030,4386.0
ie371bciq,224.0
idp511ohq,137.0
id8f23030,3834.0
icqr71nnq,896.0
ic6dk3l1q,144.0
icls40poq,453.0
id5905bwq,625.0
id6l07030,142.0
idvz13hoq,878.0
ic3m70efq,35.0
icq983m8q,544.0
lcao1bz2q,43.0
ic5za8jfq,210.0
ib2t06020,180.0
icgy13xwq,33.0
ibcdb1140,165.0
icud53010,6959.0
icp014tpq,892.0
ican08v6q,105.0
ibc304woq,1414.0
ic2i03040,3610.0
iaan08o3q,1219.0
ibu9b0010,2667.0
icpf05sfq,57.0
ibtab3030,2583.0
ib5s050a0,1697.0
ibcu1qi1q,21.0
idlp09h0q,918.0
ic1391b3q,760.0
ic4916lgq,34.0
ic6j09040,514.0
ib4w05ykq,140.0
ief712wsq,41.0
labo01050,166.0
ibc501p4q,81.0
iehc14nfq,1302.0
ichc040m0,83.0
iciic0zxq,769.0
lcix03hhq,47.0
id0k0a010,2163.0
ica101020,1467.0
iedh52010,2916.0
ib2j01010,2129.0
icpw50riq,776.0
iac756lzq,39.0
iby835020,135.0
idlp08040,1733.0
ice095g8q,42.0
idxb14020,2692.0
ichda4ekq,221.0
id6i08040,2135.0
iduy35ssq,56.0
jcnw08040,2722.0
ibtp84buq,626.0
ic3f28040,2261.0
ich3a7050,83.0
iaby02xzq,1536.0
icq991010,1886.0
lb6402bvq,22.0
ie372awjq,198.0
o5fx1o020,41.0
ibcx02qkq,1196.0
o4om010h0,53.0
ieaq03alq,360.0
iduy21sdq,303.0
ibtx21c3q,649.0
o45005080,29.0
id0v06iqq,1129.0
ic8k01gmq,505.0
idy61lbyq,161.0
ibeverz6q,725.0
ib2j04aqq,1050.0
ibwfj5v8q,1346.0
ib91fhrwq,819.0
ibzs03020,3377.0
idus02bgq,1693.0
ic2m09aqq,185.0
icco09anq,524.0
idgg7d010,2337.0
iccz80kmq,51.0
ics302n6q,2008.0
ibu892pkq,26.0
lbngl2nxq,23.0
ie4l04040,4679.0
o4y412030,37.0
ob1104010,44.0
id2f17i3q,1525.0
ibh713elq,45.0
ic3ma5pzq,312.0
ibf109040,1891.0
id9o02bnq,197.0
ie5h03020,5781.0
idxb42020,2724.0
iege050b0,189.0
idvz11eiq,1396.0
iac50booq,1423.0
ie191e010,1467.0
ib91mflfq,775.0
ie183x010,2220.0
j8uw53010,77.0
ibts12040,2593.0
ib2k0ckrq,201.0
ibh714d9q,33.0
id0b2yjsq,876.0
ob87n2gkq,20.0
j8i0a2faq,1888.0
id0k4j010,1985.0
idc938010,1977.0
iehl08vbq,175.0
icj202030,1599.0
id3z03arq,47.0
ibxa62okq,159.0
idgl01020,3802.0
icfcc4a5q,587.0
iehl05pvq,120.0
id9o36ctq,349.0
ibch01vhq,41.0
ibee010i0,54.0
idb832kcq,39.0
ic8vc2giq,62.0
ib7g02010,2019.0
lcbx02hmq,41.0
ice007q2q,24.0
j8sk06010,7864.0
ic9g01010,693.0
ibxa41ciq,211.0
ics319d8q,1448.0
lb1o21l0q,9.0
ibxa71t8q,203.0
ibxa75ldq,164.0
ic6906byq,71.0
ic0801040,5295.0
ic6xdkg3q,103.0
idy617e8q,91.0
ic5p02090,96.0
idwc36diq,190.0
o4v403010,90.0
ibh714cjq,15.86
ib91p1010,346.0
iaaud10b0,237.0
ibld49pbq,20.0
icii24ioq,759.0
ie6i01080,557.0
icux05ugq,56.0
ida907070,2594.0
ichf09awq,753.0
id8a04010,3010.0
idms21h3q,94.0
ic8k05l4q,765.0
ib6v10060,2100.0
ic5lh3ulq,42.0
idov38xmq,39.0
idnzd3bgq,53.0
icxv11040,4223.0
id0d46tzq,36.0
ibci010t0,72.0
idjl51t4q,61.0
ibyt14r7q,855.0
ibs347010,3945.0
idnz03o8q,49.0
idmg06s7q,169.0
iac536gjq,760.0
ie1u11040,283.0
id24110g0,271.0
iaai03t4q,164.0
ibfe10030,2349.0
iaauc10g0,195.0
ibxy15caq,34.0
idy62jmsq,120.0
idcd15pxq,98.0
ic4007nxq,673.0
iby832010,114.0
ic2m12udq,125.0
idju02020,2337.0
iduy12nyq,501.0
lc4d13bwq,53.0
ibc104lfq,574.0
ibdp19030,248.0
iaaub1080,210.0
icwb1hokq,636.0
ibxl04050,2636.0
idiy05040,77.0
ib3504r8q,188.0
icqa67s5q,643.0
ibzi16010,5209.0
ibeugur1q,1073.0
ibcd620g0,90.0
idbha8050,173.0
iegn02cqq,2048.0
icaj04020,2181.0
ibf704040,1801.0
ib9139010,903.0
id1lb2040,338.0
ibbsu1d8q,108.0
idy62bdtq,150.0
ib9j40u1q,1599.0
j6fy05010,13416.0
iblk84rdq,2907.0
ieaq05d2q,56.0
o5bm40010,40.0
icr402beq,532.0
ieg813rdq,1698.0
ictj07l1q,1857.0
idjf58050,3494.0
ib1b85030,280.0
idca0f010,2319.0
idb870hoq,38.0
ie1b21esq,125.0
ic74b5v3q,813.0
idcd20erq,184.0
ie1330joq,2345.0
ibbsb0010,417.0
ibcu1vm9q,52.0
ib9j06xkq,1148.0
ibfn13040,2513.0
ibbse6c8q,474.0
icgy24koq,1355.0
ib8d0aauq,74.0
ibyt11gyq,909.0
id9o10fpq,66.0
o59z01030,59.0
ich314030,271.0
idut1cpgq,31.0
ic2m03dlq,171.0
ib911y010,1497.0
laa102fpq,19.0
ibxj05bqq,1137.0
ib2k31stq,150.0
icok04msq,126.0
iabk05080,79.0
ibu401o1q,151.0
ibu319loq,37.0
idcm14d3q,827.0
ibc501otq,60.0
icmw13010,1911.0
id0k3q010,1899.0
idcd09iqq,159.0
icah01010,6291.0
laad04ngq,18.0
idp633ifq,1849.0
ibvz51030,640.0
id9o09euq,65.0
ie7v08010,3044.0
ichc03060,79.0
icrz02bsq,158.0
ics346e5q,1503.0
idoa05c1q,474.0
icha05opq,1299.0
o4gb051e0,30.0
idy650szq,180.0
ic6x7ry4q,156.0
ib91q6010,430.0
iaby02wzq,1468.0
ibzc09k9q,704.0
ic4440010,8603.0
icnb30030,2968.0
ie2k22010,2584.0
idp193ifq,39.0
ibxa78osq,164.0
iaah110l0,525.0
idmea1yrq,47.0
icr3a4g1q,166.0
ib3902060,2045.0
ichc030h0,86.0
ibbsza030,180.0
ic6da3umq,137.0
ic5lk1qkq,607.0
ibcx03wtq,1193.0
ice193o3q,39.0
ice045alq,27.0
ie0l16iuq,319.0
iblk81ruq,3148.0
id1k0n010,2635.0
ido932010,1370.0
id5n03ykq,155.0
idwc35oxq,204.0
iboe1ptkq,1105.0
ie3b0c010,255.0
ibxa41ckq,194.0
id1x14bvq,1444.0
idid02sxq,187.0
idcd18j9q,175.0
iciif2zyq,426.0
lbxm1aq4q,18.0
ibpd18veq,842.0
ic8z23jvq,94.0
ib91pq010,448.0
iddb12azq,40.0
idb744aeq,889.0
ic5m23010,2824.0
j8q9010a0,75.0
ie8612gmq,124.0
ibct75hjq,33.0
idy635zwq,128.0
ibht13skq,216.0
o5fx8b040,41.0
id2403010,355.0
idc954riq,695.0
ibzg02020,509.0
lbx303l3q,995.0
icgy08hcq,1472.0
ib913x010,656.0
idgbr4020,2741.0
iblk05mqq,1555.0
lbcl04g2q,19.0
ieg609a6q,2541.0
icd010lgq,188.0
idb7b3hbq,29.0
iac523c2q,983.0
iciih6spq,667.0
o556020s0,42.0
id5o33020,1983.0
ic2i03010,4826.0
ic9t30aaq,92.0
ib5708050,90.0
ibwk04b4q,40.0
idh003oiq,448.0
ider11020,2279.0
ibjb09kbq,194.0
ibct0umzq,33.0
ic3m43x1q,442.0
icls40pkq,729.0
icpf11npq,416.0
icmdr00e0,307.0
idb003unq,69.0
ie0d93jgq,22.0
idb004v3q,40.0
ibnh11bwq,592.0
iblcb1qtq,428.0
lb3z12hsq,24.0
iac590bzq,1514.0
id0k4dbyq,812.0
ibh708r9q,36.0
idx5a6zfq,177.0
idp468010,2059.0
iac774f9q,21.0
idy63oceq,187.0
id2t20010,3355.0
iege160d0,227.0
ie9m96010,2487.0
ibu404ixq,143.0
idut48fnq,38.0
id8i22i5q,763.0
ibxa61itq,147.0
j8qj16060,83.0
ie0l01hiq,524.0
ibcdb1060,289.0
ibo402luq,528.0
lce30dy1q,71.0
ic6m0pgwq,77.0
ibm506k5q,1298.0
id0i1k010,1941.0
idut86psq,33.0
iaau61040,266.0
ibu9g0010,2541.0
ic6m0j010,409.0
idi504ckq,156.0
icwy14l3q,217.0
ibt401070,571.0
ibu94e010,2256.0
lce366a8q,60.0
ibz121r4q,152.0
icqa0jctq,600.0
id0n71pjq,1071.0
idib02020,2976.0
icva11030,645.0
idus36atq,178.0
icqa2k010,1488.0
icha09c0q,169.0
ibu304coq,37.0
ibt809060,1034.0
la9t12clq,24.0
ic6xc2010,1720.0
id1l34020,322.0
ib4w03fgq,155.0
ib8e12010,2896.0
ic3m31tnq,687.0
o5hk9a070,59.0
ib5s05070,2404.0
ie9m08cqq,1683.0
ibu851f6q,23.0
j9irw4bcq,1607.0
iblva2qkq,621.0
icm918030,1590.0
ibsl20020,98.0
o5d402030,125.0
id0p16020,2066.0
icmd62080,392.0
ibc702040,1221.0
icux01buq,303.0
lbmxr2dgq,82.0
ic5y16yjq,1466.0
ics340tcq,1349.0
icls20hjq,360.0
ibc1d4c8q,390.0
ib91dg010,1477.0
icdb61020,407.0
ibxa71suq,166.0
lboz2neyq,69.0
icau0fipq,1029.0
icok21ibq,128.0
id0i1uz4q,824.0
ibl987zoq,119.0
ibdg04k5q,291.0
la9k02dcq,18.0
ie8d08wsq,962.0
idot25pqq,689.0
icau82010,2340.0
ics325kvq,1548.0
ibfo15030,2144.0
ics902bsq,430.0
lbpa11rbq,138.0
ie191wutq,1141.0
ic4j02heq,529.0
icdb61010,390.0
idce01030,57.0
ich3020e0,195.0
ib6w39020,2049.0
ichc01030,80.0
idgq11050,427.0
ibxa83e4q,81.0
iaby02y5q,1398.0
ibtx31s5q,602.0
idvw3z010,2274.0
ib2k80k1q,165.0
ido966010,2117.0
idp104ngq,926.0
icyr0d040,176.0
ie9209e6q,644.0
ic5s14060,327.0
ic8z09fdq,778.0
icrn03070,32.0
ib91n7010,584.0
ibuc120e0,332.0
ibwk04atq,35.0
ibwb06dzq,1165.0
ie193v010,2405.0
icph8r010,1509.0
idp503brq,178.0
idr106l8q,144.0
id5d25c2q,341.0
idq2dq010,1812.0
lcao2if3q,42.0
icr3250h0,620.0
idms12riq,132.0
ic5y15cyq,1603.0
icwz02010,1554.0
j8uw40070,67.0
idw1050c0,440.0
idda03jlq,204.0
o4g201020,42.0
ideg21f1q,864.0
ibct1xpmq,33.0
ico801zvq,157.0
ibnh01z4q,634.0
ic1104010,144.0
ids311d0q,787.0
ib1f22030,1418.0
j6kt09030,136.0
icg6d9iqq,647.0
ibxa85d9q,170.0
idvw88010,2376.0
iegf07010,1521.0
ibv511jjq,1057.0
iaan09oeq,1406.0
idy680j4q,120.0
idux06b4q,1677.0
iblt0djxq,67.0
idda12v9q,202.0
ibbst5stq,233.0
ie0l15i5q,426.0
ida401020,2632.0
idjna2040,3306.0
ib3d26010,1519.0
o5ee12090,56.0
la8o27l1q,51.0
ibft07030,1896.0
idut64a3q,36.0
idi507raq,114.0
o5fx74030,34.0
ic5p020j0,84.0
ibct55gtq,29.0
icpf29g3q,36.0
ic2f01040,3645.0
icqr64o8q,836.0
idms20z9q,158.0
icgy08hgq,971.0
icdm45050,2274.0
idy63yx9q,75.0
ibbs51pxq,659.0
ic5p030d0,92.0
ief501fmq,727.0
ics312uyq,1032.0
ibct61pgq,26.0
j9r7f2030,6235.0
la9x03qmq,12.0
icq109wgq,39.0
ic5803k6q,38.0
iabk02070,69.0
ieib03adq,112.0
icq997n5q,948.0
ibh706fhq,53.0
idp101ixq,1036.0
ic6xb6010,1636.0
idy624piq,90.0
idwf05v7q,147.0
id2411040,214.0
ibld66ymq,34.0
icii39agq,771.0
ibg001d2q,100.0
ie1na6010,346.0
idgq62070,528.0
o4x002010,183.0
icco07j9q,848.0
ibbsg5010,344.0
ic7i20nnq,735.0
iblcb1quq,554.0
ic7i21bjq,694.0
la8135sxq,86.0
idy679ojq,134.0
ie4n88040,1407.0
labq01lqq,15.0
idgbh2020,2920.0
idut02gqq,38.0
j8i0b6ckq,1698.0
ic5t02cdq,96.0
ibct0xu9q,33.0
icpw0gjuq,563.0
icqx06gcq,1528.0
idb002tvq,40.0
ico801zxq,202.0
ib1901020,5719.0
id9o44jsq,341.0
ibch01uhq,64.0
ibvh03060,39.0
idp507cwq,118.0
icr303010,593.0
ic9j12010,12723.0
idmg01rdq,129.0
ic4451010,10616.0
o5fx6x040,41.0
idvz19buq,1713.0
ic3m12e8q,454.0
id5d22izq,721.0
j8cw08070,53.0
idot3pghq,866.0
ibg001beq,69.0
id8i07cyq,799.0
idus36apq,144.0
idg203pjq,57.0
iccn59020,1996.0
j9i413aoq,41.0
ibwe09020,169.0
idy63dyjq,128.0
labq50nwq,14.0
idi518ixq,164.0
ic9t33daq,136.0
iboi4ftvq,1027.0
ican08v8q,123.0
ibde03040,61.0
ie1b39jhq,156.0
id9o31b7q,474.0
lc8l07k2q,38.0
oc7r03050,43.0
id5828010,2538.0
ic3k02n2q,778.0
o57p03010,73.0
ibcd08030,177.0
idvz29c4q,39.0
icda11030,8595.0
iebjar010,1106.0
ie1q10d9q,217.0
ie0l55gbq,479.0
icrn10030,62.0
ie4n40040,2416.0
ibuc52040,330.0
ib91ethgq,615.0
idwg87010,1583.0
idy684urq,184.0
ie1u0f050,376.0
idp617uoq,1018.0
ib1b77020,156.0
ic6x7z010,1829.0
o46p7c020,42.0
idy61oi4q,174.0
ie0l07onq,555.0
ie9603kjq,190.0
icw209020,442.0
iegj0tmlq,160.0
ibu601euq,666.0
idsr04dyq,180.0
ibh718bzq,30.0
j8eh11020,3498.0
ibvk03070,308.0
idy63vbnq,163.0
o5e704060,97.0
ibm602q2q,121.0
ido501wwq,27.0
ic8z21abq,704.0
o42v03010,67.0
ic450ocvq,38.0
idow28010,9453.0
ld7y02rqq,27.0
ic1r98gwq,230.0
ibx101040,1562.0
idcd27hoq,163.0
ie4e16dcq,754.0
idp616heq,495.0
idc73u010,2067.0
ocwf02020,70.0
j9l912010,15951.0
ib911x010,723.0
ief704jwq,38.0
ic8x63030,2933.0
ie0l20jvq,448.0
ib2y05020,2594.0
lb6b14fiq,11.0
idy679oiq,183.0
id0d58rrq,37.0
idy60wf9q,117.0
lb2a13z8q,18.0
icua47010,197.0
ocj501fqq,13.0
idov0qa1q,40.0
idnz03juq,42.0
iaab03010,913.0
icds01doq,246.0
ic5y05ebq,1514.0
ibct60cpq,33.0
ie7t02010,105.0
ieib03afq,117.0
ieaq01yxq,61.0
idko12c3q,301.0
id0o24j7q,171.0
ics313lnq,1553.0
j8uw19040,61.0
lbii02k6q,18.0
ib2t16010,458.0
idov45ydq,35.0
idus36axq,123.0
idr004090,80.0
ibcr15leq,387.0
ic2v01010,4722.0
ichl08u8q,108.0
ib7i500b0,2586.0
idp1b3hoq,40.0
ible11fzq,35.0
ibch01vdq,76.0
icdx0advq,936.0
idci35enq,1539.0
idb731cdq,962.0
icw809050,4215.0
ibu613seq,1010.0
iefk24ujq,881.0
o47n04020,50.0
iaco01epq,530.0
ibu9a0010,2087.0
ie1c2ow8q,375.0
idx703d1q,156.0
id8i17ocq,766.0
icii32swq,769.0
ie5h06020,3442.0
id8f20030,3536.0
icpf14rhq,61.0
j8ig04kzq,65.0
iduv16030,3259.0
lb3e30ufq,18.0
ich301030,330.0
idwg2h010,2376.0
id1l26050,339.0
idmi02010,139.0
icn811pfq,1472.0
idot47010,1597.0
ie9602jrq,169.0
ie1b21erq,134.0
icmf02vbq,389.0
ib91hbheq,541.0
ibh708q8q,48.0
ibbsz9kfq,137.0
idnzm3kiq,46.0
iedh19030,2327.0
idxb2a010,3511.0
iddn02050,327.0
ic8x07040,3073.0
icftcg010,1710.0
ic6xbrlpq,779.0
idc999010,1968.0
ie0l37imq,335.0
ib2o05020,5143.0
ibtt3fapq,84.0
idiy25050,82.0
ids0b0t8q,185.0
id0i1p010,2190.0
ib5209020,212.0
idcg03amq,1295.0
ic9t46g9q,203.0
ib9j08htq,1729.0
ice081gnq,30.0
ocd602050,50.0
ibxa75lwq,195.0
icq91f010,1981.0
ibo821l0q,182.0
j8qo10010,96.0
ie1u11050,353.0
la9k03c5q,23.0
icyr1d020,238.0
ib91j6010,1731.0
ibuc11050,267.0
idb605040,2025.0
j8i0afaiq,1629.0
ic4j09jnq,95.0
ibxy05vxq,52.0
icpf33kuq,65.0
idgq73030,411.0
icu504020,396.0
idgq05050,263.0
jbsf01010,9691.0
idci40dkq,1595.0
idan54020,4178.0
lb8r2sdjq,40.0
ibzc05p9q,758.0
idut60kvq,32.0
ib5i05010,14838.0
lbh465avq,34.0
ibwh08040,83.0
ibcz23gbq,354.0
lce32oafq,73.0
o6hf71090,15.0
idp161e2q,1069.0
j8ep06hsq,56.0
idwc44x7q,198.0
ic8k08diq,612.0
ocv5c1020,33.0
ia2a20020,308.0
ic5s14090,346.0
ibbszjb8q,206.0
icdb73040,196.0
idwf05uwq,110.0
ic1310lsq,1001.0
idp00xlrq,2536.0
ibfq16030,2274.0
j8st20030,98.0
o4sp030a0,68.0
ibh708qaq,46.0
ibcr07hwq,629.0
idy61wjrq,133.0
id0d56m7q,40.0
j8uq60030,62.0
idmea1yxq,64.0
icpf27dsq,57.0
idp643hwq,703.0
lbbda4exq,20.0
idcd21gmq,172.0
id5d11buq,515.0
ie1c0a010,2278.0
ieaq03ajq,399.0
iaaub10d0,277.0
ibh708ogq,34.0
icpf12ojs,66.0
laa005040,20.0
ie1u0a050,408.0
ibfo04040,2186.0
ic9c03030,1814.0
icyr1l050,264.0
ibdy07mnq,38.0
iciid5k2q,654.0
iciid7k9q,562.0
idyi02pwq,581.0
ibxa83ekq,71.0
icm703040,5440.0
ic451js6q,40.0
idxr05040,3608.0
icok24hbq,97.0
icwa03020,2498.0
idkv47020,675.0
icok11rlq,106.0
iclu50bcq,560.0
ido91o010,2389.0
icd503020,875.0
icqa05010,1622.0
idpyd3v4q,398.0
ids0d0gfq,180.0
idwo03ijq,180.0
la9t01020,139.0
ibtw04adq,58.0
icq192tgq,21.0
idc789010,2134.0
idot2gj9q,772.0
o4g201050,115.0
obvnm1020,37.0
idxpg5010,119.0
ic6di3f2q,179.0
laa104v0q,12.0
ibfo15040,2285.0
ic5m2s010,1474.0
ie1136010,14195.0
iehl02ltq,185.0
ico402080,3068.0
iac753dmq,39.0
o5bl01080,51.0
id1l32020,351.0
la9k02crq,23.0
icok08myq,104.0
icau86020,2288.0
idxxa2010,1728.0
ibu604ckq,980.0
idp530ajq,102.0
ibevgjb5q,1121.0
o6eb01080,28.0
idg206tnq,319.0
ieg808snq,178.0
ie6k07y4q,300.0
idya01d0s,278.0
id7e17030,2154.0
ibxa78pbq,184.0
id9g07040,3024.0
ib91hiwvq,422.0
ib5715020,69.0
obu5130b0,32.0
icq91h010,1889.0
o4k1f6010,32.0
ic74d5tlq,632.0
ibxa73k2q,203.0
ican08vhq,122.0
ibol03czq,75.0
icck01060,280.0
j8q907010,94.0
ibcu3bbuq,56.0
iegj3h010,579.0
o4xcf4010,30.0
icwz44020,1532.0
lb1405edq,13.0
idv404apq,1352.0
id0k75010,2129.0
ie1b11krq,79.0
ie1hc4q7q,836.0
j8i0ayjuq,2210.0
id2f15cjq,1682.0
ibtxc4l7q,344.0
id9601020,1571.0
lbhx43jwq,19.0
ic27sk010,4129.0
ib9j0an0q,1496.0
icftaj010,1726.0
ib91nn010,1023.0
icyr0p050,166.0
icok15ejq,124.0
ibzc05p5q,821.0
ido922k8q,683.0
ido91pbcq,684.0
icq145vrq,32.0
lb2a17lmq,25.0
o5hd70050,38.0
idcc10pmq,2226.0
id9o14t1q,66.0
ie1c2n010,1219.0
idnz03kiq,47.0
idxf27020,7788.0
ice00vl7q,40.0
la9k02zgq,24.0
ibh706hoq,30.26
idy61yp3q,93.0
idk504080,3504.0
ids0g0010,253.0
ich313010,277.0
idr001o7q,205.0
ie7l10luq,188.0
idw1100f0,264.0
iegj1hgzq,710.0
ic5pa1060,80.0
ibts45040,2799.0
icmdp5090,322.0
iduy20rmq,292.0
ob3001xqq,84.0
la8q050g0,20.0
icqx01u4q,1109.0
ic4589mpq,42.0
ie1921010,2143.0
ic6m4xomq,570.0
idko37geq,316.0
idju06020,1993.0
o4v652010,80.0
ibld21ucq,36.0
o54a20030,70.0
idxr18050,3024.0
icr3a6010,439.0
oclc02050,36.0
id3z04cvq,580.0
iciig9s2q,715.0
idwi2ef0q,660.0
o5fr01030,57.0
ic9t33d8q,232.0
idh276010,4397.0
ic5s050i0,342.0
ie8512mtq,500.0
j9i3mbplq,17.16
icpf14raq,67.0
labo05tyq,12.0
lb6f14x4q,18.0
ick904030,124.0
ican05j4q,149.0
idgf10k4q,43.0
lb4f04kmq,19.0
ibzc19anq,730.0
idgg01hzq,1282.0
jd8f16010,7839.0
ic74apnrq,116.0
lc4e1wvzq,71.0
idp527zxq,181.0
ie1957aaq,1181.0
id9902u4q,63.0
ic7p09020,782.0
icqr74xhq,459.0
icyr0x020,347.0
ib91e5010,811.0
ibbso1f8q,199.0
ibbr02040,569.0
ib4x06010,3303.0
idnzb3y5q,64.0
id1lb4020,273.0
ie1u31010,377.0
ibnh08hrq,769.0
lbhk03q4q,15.0
idx5a8ruq,192.0
iefkw1saq,980.0
ibmf17b1q,49.0
ic6xa8010,1660.0
icgi02ysq,560.0
icwy03jwq,55.0
ic3t0drhq,1164.0
ib3d41b7q,578.0
ibty010f0,1849.0
o5dta2040,79.0
icmdp3090,334.0
iduv12080,43.0
icau21010,2274.0
idy621c6q,169.0
ib9j34yfq,1621.0
id2f04cuq,2310.0
ie0f04i4q,1326.0
ibcd620i0,98.0
ib3816zmq,173.0
o6hf71dmq,19.0
ibvf15voq,44.0
ibld72gtq,37.0
ibf412030,2358.0
id9o04czq,250.0
ie3301010,3936.0
ibnh08hjq,1056.0
idn404khq,226.0
j8i0cne5q,1636.0
labq74qtq,12.0
ie1b04x8q,188.0
ieg810w8q,181.0
la8111gkq,94.0
idy674jaq,159.0
idsj01q0q,533.0
ib1b57020,135.0
id0n81lmq,669.0
ic5w02evq,644.0
idcd26hhq,2843.0
icfca6k1q,817.0
ic7449g6q,561.0
id1k8c010,2248.0
idnzc3yjq,52.0
idiy20050,81.0
ic6x9u010,1568.0
iblc74w8q,610.0
idca94010,2063.0
idbh36040,281.0
iblcb1qxq,300.0
ibu840a5q,21.0
iclg05030,1206.0
o4g212010,56.0
idgq06060,294.0
ie6da2utq,1102.0
la9x03peq,11.0
ic5y20giq,1842.0
ie7h060g0,160.0
id0o50010,1689.0
j8rl16020,61.0
od1cm1040,52.0
icwy06ndq,63.0
ic1333020,1747.0
idq23m010,2168.0
iciih7clq,685.0
ie0l26s5q,198.0
ie0o29zaq,1052.0
ldq022fvq,72.0
ibu407eaq,93.0
ibu888ipq,21.0
j8rq10010,93.0
ieg821q1q,188.0
idx706czq,160.0
j8i0bqwmq,1964.0
ib91g5010,889.0
ie1999ydq,1094.0
ic3s82fqq,207.0
ic5u01i4q,102.0
icii68qwq,796.0
idxpd8010,124.0
idms01vyq,89.0
o41456010,35.0
idxoz2mwq,1255.0
id9h04awq,72.0
iddo02l8q,122.0
idcd79auq,2843.0
idy62sf3q,177.0
labo94ncq,15.0
o55103030,40.0
ic5y19fmq,927.0
idt002giq,47.0
idvp03s1q,102.0
icpf08v2q,48.0
ics401a1q,340.0
o47k010c0,87.0
lb1s01x6q,9.0
ie4n36030,1826.0
id2f12s0q,30.0
ic7481a1q,525.0
ic5s08090,328.0
o4g253050,94.0
od9f05040,29.0
icdv02kjq,420.0
o5hk9c030,46.0
ic5m21lgq,526.0
ic5i60hiq,76.0
ibu9gu010,2248.0
icx105040,1831.0
ie1u22040,390.0
idgf06uvq,23.0
icii01dtq,788.0
o4wh10010,44.0
lbpa01fdq,131.0
ib9183010,847.0
ich3010c0,348.0
o56003010,63.0
ibtmafo7q,1448.0
icnw080g0,115.0
ich110qoq,919.0
oc2520c6q,12.0
ibu9fr010,1815.0
icqa61010,1007.0
icyr0e010,346.0
icwk07040,2396.0
ibfr08030,2187.0
ibfmb7scq,1264.0
j8q9020m0,96.0
idy681zgq,130.0
icmw09v2q,415.0
ie1b03wtq,59.0
ief738a6q,38.0
ic050ngqq,875.0
icxl01g2q,98.0
idvw3j010,1522.0
lb2a13zaq,24.0
ibnh09a8q,792.0
idut19fmq,37.0
idy63tfdq,171.0
icfs11ylq,42.0
ibwfj5vcq,1037.0
icoc17k9q,66.0
ibwb11etq,822.0
ibc141umq,431.0
icqa3x010,1906.0
ic6m05010,1581.0
ic5lk4udq,839.0
idy680j5q,119.0
id6m02020,5526.0
ica9t8030,161.0
id4d01m5q,407.0
iduy12nzq,492.0
ibh708szq,51.0
icvbb3f5q,159.0
ob60620n0,30.0
id9o02bdq,68.0
idc70r010,2057.0
j8i0c0psq,2264.0
ie1b14h5q,604.0
icph5lujq,1081.0
ido92i010,2175.0
icqs05erq,1679.0
idy647crq,143.0
idg201nsq,56.0
ib2s61poq,192.0
id9o29anq,369.0
idda03jmq,113.0
ibpd15ahq,1557.0
icpheiw7q,1167.0
idut0rk3q,38.0
ibsl17030,58.0
j8ivb1rdq,59.0
o48bcz010,36.0
ibct07tpq,21.0
iduy30q8q,77.0
ic5m3b010,1684.0
ibu97v010,2790.0
icrz12c2q,108.0
id2f41ipq,1383.0
idvz09n0q,1394.0
ib8c5nhjq,514.0
la8q090v0,12.0
ic7y03040,2087.0
iby848010,108.0
icq117a1q,41.0
ib919t010,963.0
iciig8keq,749.0
ic6j11nrq,118.0
icfc78bmq,719.0
idcc78cyq,2170.0
idy60be7q,105.0
id9o36crq,383.0
idbha1060,352.0
ids0e0kjq,96.0
ibbsr1010,361.0
icn2a1020,3616.0
idnz03m4q,48.0
idas34pkq,958.0
ibh714bfq,32.0
ibtp68mwq,559.0
ic8s01020,3581.0
j8sl03030,216.0
ici204040,573.0
ie9m26frq,1334.0
lb6b03ygq,19.0
icr401020,1883.0
