n_files,total_mb,x_files,x_size,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,wallclock,memory,mem_bin,bin_pred,mem_pred,wall_pred,ipst
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,600.0,0.86708,0.0,,,,iaah14030
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,579.0,0.867532,0.0,,,,iaah14040
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,541.0,0.866668,0.0,,,,iaah14050
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,592.0,0.8674280000000001,0.0,,,,iaah14060
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,559.0,0.866416,0.0,,,,iaah14070
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,553.0,0.8665440000000001,0.0,,,,iaah14080
6,70,1.39491,1.64655,0,1,2,0,1,1,3,1475.0,1.0344,0.0,,,,iaai01010
6,70,1.39491,1.64655,0,1,2,0,1,1,3,1674.0,1.033788,0.0,,,,iaai01020
6,70,1.39491,1.64655,0,1,2,0,1,1,3,2670.0,1.024976,0.0,,,,iaai01030
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,177.0,0.8383520000000001,0.0,,,,iaai02qgq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,169.0,0.8381719999999999,0.0,,,,iaai02qhq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,165.0,0.8381959999999999,0.0,,,,iaai02qiq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,190.0,0.838208,0.0,,,,iaai02qjq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,198.0,0.8383639999999999,0.0,,,,iaai02qkq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,179.0,0.838252,0.0,,,,iaai02qlq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,192.0,0.8382639999999999,0.0,,,,iaai02qmq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,165.0,0.8380559999999999,0.0,,,,iaai02qnq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,199.0,0.83834,0.0,,,,iaai02qoq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,198.0,0.837836,0.0,,,,iaai02qpq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,174.0,0.837992,0.0,,,,iaai02qqq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,164.0,0.8383280000000001,0.0,,,,iaai02qrq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,166.0,0.837708,0.0,,,,iaai02qsq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,175.0,0.8386600000000001,0.0,,,,iaai02qtq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,179.0,0.838292,0.0,,,,iaai02quq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,190.0,0.838404,0.0,,,,iaai02qvq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,158.0,0.83806,0.0,,,,iaai02qwq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,164.0,0.8380639999999999,0.0,,,,iaai02qxq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,167.0,0.8380200000000001,0.0,,,,iaai02qyq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,202.0,0.838276,0.0,,,,iaai02qzq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,182.0,0.838224,0.0,,,,iaai02r0q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,194.0,0.839052,0.0,,,,iaai02r1q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,194.0,0.83834,0.0,,,,iaai02r2q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,193.0,0.8386239999999999,0.0,,,,iaai02r3q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,176.0,0.838284,0.0,,,,iaai02r4q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,212.0,0.8383879999999999,0.0,,,,iaai02r5q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,174.0,0.838404,0.0,,,,iaai02r6q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,196.0,0.8378120000000001,0.0,,,,iaai02r7q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,172.0,0.8381799999999999,0.0,,,,iaai02r8q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,194.0,0.838376,0.0,,,,iaai02r9q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,195.0,0.838432,0.0,,,,iaai02raq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,168.0,0.838348,0.0,,,,iaai02rbq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,173.0,0.8380280000000001,0.0,,,,iaai02rcq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,191.0,0.838268,0.0,,,,iaai02rdq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,195.0,0.8384280000000001,0.0,,,,iaai02req
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,149.0,0.838408,0.0,,,,iaai02rfq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,182.0,0.8381040000000001,0.0,,,,iaai02rgq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,183.0,0.8380799999999999,0.0,,,,iaai02rhq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,185.0,0.8386879999999999,0.0,,,,iaai02riq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,194.0,0.8386319999999999,0.0,,,,iaai02rjq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,172.0,0.8384280000000001,0.0,,,,iaai02rkq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,147.0,0.8387319999999999,0.0,,,,iaai02rlq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,205.0,0.838568,0.0,,,,iaai02rmq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,183.0,0.8384520000000001,0.0,,,,iaai02rnq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,161.0,0.8385799999999999,0.0,,,,iaai02roq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,193.0,0.838284,0.0,,,,iaai03rzq
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,189.0,0.838256,0.0,,,,iaai03s0q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,200.0,0.838468,0.0,,,,iaai03s1q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,168.0,0.8384360000000001,0.0,,,,iaai03s2q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,180.0,0.838152,0.0,,,,iaai03s3q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,124.0,0.8384520000000001,0.0,,,,iaai03s4q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,200.0,0.837992,0.0,,,,iaai03s5q
2,1,-0.7599100000000001,-0.9233600000000001,1,1,2,1,1,0,3,195.0,0.8380120000000001,0.0,,,,iaai03s6q
