n_files,total_mb,x_files,x_size,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,wallclock,memory,mem_bin,bin_pred,mem_pred,wall_pred,ipst
7,105,1.54657,1.87221,1,1,2,0,1,1,3,3419.0,3.564828,1.0,,,,ia2l51030
7,105,1.54657,1.87221,1,1,2,0,1,1,3,3357.0,3.5601519999999995,1.0,,,,ia2l52030
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,937.0,1.0225,0.0,,,,iaa301ibq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1177.0,1.023216,0.0,,,,iaa301icq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1271.0,1.025188,0.0,,,,iaa301ieq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1153.0,1.022016,0.0,,,,iaa301ifq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1080.0,1.02436,0.0,,,,iaa301ihq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1153.0,1.023428,0.0,,,,iaa301iiq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1348.0,1.024764,0.0,,,,iaa302j3q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,959.0,1.024192,0.0,,,,iaa302j4q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1104.0,1.021872,0.0,,,,iaa302j6q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1309.0,1.024752,0.0,,,,iaa302j7q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1262.0,1.023104,0.0,,,,iaa302j9q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1077.0,1.023416,0.0,,,,iaa302jaq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,464.0,1.015924,0.0,,,,iaa901jwq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,674.0,1.024184,0.0,,,,iaa901jxq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,671.0,1.0237040000000002,0.0,,,,iaa901k0q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,629.0,1.02786,0.0,,,,iaa901k2q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,827.0,1.023916,0.0,,,,iaa901k4q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,866.0,1.024072,0.0,,,,iaa901k6q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,617.0,1.02416,0.0,,,,iaa901k8q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,593.0,1.0244719999999998,0.0,,,,iaa901kaq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,693.0,1.02516,0.0,,,,iaa901kdq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,642.0,1.024176,0.0,,,,iaa901kfq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,397.0,1.015348,0.0,,,,iaa901khq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,433.0,1.0157200000000002,0.0,,,,iaa902dtq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,648.0,1.025076,0.0,,,,iaa902dyq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,642.0,1.026076,0.0,,,,iaa902eaq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,637.0,1.023584,0.0,,,,iaa902emq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1007.0,1.026304,0.0,,,,iaa902eyq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,1082.0,1.027764,0.0,,,,iaa902f0q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,921.0,1.025344,0.0,,,,iaa902f2q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,672.0,1.024936,0.0,,,,iaa902f4q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,633.0,1.025628,0.0,,,,iaa902f6q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,650.0,1.024064,0.0,,,,iaa902f8q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,421.0,1.015508,0.0,,,,iaa902fbq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,467.0,1.01562,0.0,,,,iaa903mwq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,715.0,1.0244719999999998,0.0,,,,iaa903mxq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,760.0,1.025024,0.0,,,,iaa903mzq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,655.0,1.023628,0.0,,,,iaa903n1q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,717.0,1.024668,0.0,,,,iaa903n3q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,709.0,1.026212,0.0,,,,iaa903n5q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,776.0,1.023976,0.0,,,,iaa903n7q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,766.0,1.024812,0.0,,,,iaa903n9q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,719.0,1.025384,0.0,,,,iaa903nbq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,648.0,1.023988,0.0,,,,iaa903ndq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,439.0,1.0157040000000002,0.0,,,,iaa903nfq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,910.0,1.0272,0.0,,,,iaab01010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,850.0,1.023608,0.0,,,,iaab01o7q
6,70,1.39491,1.64655,0,1,2,0,1,1,3,896.0,1.026648,0.0,,,,iaab02010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,823.0,1.024424,0.0,,,,iaab02b5q
6,70,1.39491,1.64655,0,1,2,0,1,1,3,913.0,1.027384,0.0,,,,iaab03010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,765.0,1.024624,0.0,,,,iaab03s4q
6,70,1.39491,1.64655,0,1,2,0,1,1,3,931.0,1.029468,0.0,,,,iaab04010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,809.0,1.02476,0.0,,,,iaab04oyq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,898.0,1.026676,0.0,,,,iaab05010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,795.0,1.022864,0.0,,,,iaab05xdq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,1009.0,1.02702,0.0,,,,iaab06010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,798.0,1.027032,0.0,,,,iaab06g6q
6,70,1.39491,1.64655,0,1,2,0,1,1,3,960.0,1.025608,0.0,,,,iaab07010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,820.0,1.024304,0.0,,,,iaab07ajq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,900.0,1.027508,0.0,,,,iaab08010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,783.0,1.0221559999999998,0.0,,,,iaab08ofq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,909.0,1.026228,0.0,,,,iaab09010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,826.0,1.024836,0.0,,,,iaab09ktq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,975.0,1.0301,0.0,,,,iaab10010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,769.0,1.0245879999999998,0.0,,,,iaab10cjq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,985.0,1.027584,0.0,,,,iaab11010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,815.0,1.024748,0.0,,,,iaab11amq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,918.0,1.026324,0.0,,,,iaab12010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,796.0,1.024428,0.0,,,,iaab12aoq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,921.0,1.026604,0.0,,,,iaab13010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,755.0,1.0242639999999998,0.0,,,,iaab13jkq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,908.0,1.026836,0.0,,,,iaab14010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,776.0,1.021828,0.0,,,,iaab14kvq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,1005.0,1.027412,0.0,,,,iaab15010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,644.0,1.024512,0.0,,,,iaab15sdq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,771.0,1.027092,0.0,,,,iaab16010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,768.0,1.025016,0.0,,,,iaab16hcq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,833.0,1.03134,0.0,,,,iaab17010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,803.0,1.02322,0.0,,,,iaab17d2q
6,70,1.39491,1.64655,0,1,2,0,1,1,3,867.0,1.026448,0.0,,,,iaab18010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,645.0,1.025024,0.0,,,,iaab18ynq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,833.0,1.025724,0.0,,,,iaab19010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,873.0,1.02416,0.0,,,,iaab19zwq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,862.0,1.026324,0.0,,,,iaab20010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,634.0,1.024952,0.0,,,,iaab20v6q
6,70,1.39491,1.64655,0,1,2,0,1,1,3,833.0,1.025772,0.0,,,,iaab21010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,802.0,1.0297120000000002,0.0,,,,iaab21roq
6,70,1.39491,1.64655,0,1,2,0,1,1,3,851.0,1.026376,0.0,,,,iaab22010
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,745.0,1.02508,0.0,,,,iaab22i3q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,390.0,1.015948,0.0,,,,iaag03a5q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,678.0,1.026272,0.0,,,,iaag03a6q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,404.0,1.015588,0.0,,,,iaag03a8q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,613.0,1.025496,0.0,,,,iaag03a9q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,411.0,1.015336,0.0,,,,iaag03abq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,646.0,1.0260479999999998,0.0,,,,iaag03acq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,410.0,1.013972,0.0,,,,iaag03aeq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,651.0,1.024536,0.0,,,,iaag03afq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,462.0,1.01684,0.0,,,,iaag03ahq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,671.0,1.023952,0.0,,,,iaag03aiq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,412.0,1.017092,0.0,,,,iaag04a1q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,724.0,1.02356,0.0,,,,iaag04a2q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,343.0,1.01708,0.0,,,,iaag04a5q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,682.0,1.025136,0.0,,,,iaag04a7q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,347.0,1.016024,0.0,,,,iaag04agq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,762.0,1.023232,0.0,,,,iaag04aiq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,481.0,1.015608,0.0,,,,iaag04anq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,763.0,1.02332,0.0,,,,iaag04aoq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,442.0,1.014996,0.0,,,,iaag04asq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,692.0,1.022924,0.0,,,,iaag04atq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,422.0,1.015624,0.0,,,,iaag06doq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,712.0,1.025828,0.0,,,,iaag06dpq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,392.0,1.015792,0.0,,,,iaag06drq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,672.0,1.024684,0.0,,,,iaag06dsq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,351.0,1.015188,0.0,,,,iaag06duq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,651.0,1.02556,0.0,,,,iaag06dvq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,419.0,1.015824,0.0,,,,iaag06dzq
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,758.0,1.0224959999999998,0.0,,,,iaag06e0q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,465.0,1.0158200000000002,0.0,,,,iaag06e2q
2,35,-0.7599100000000001,1.23845,0,1,2,0,1,0,3,615.0,1.026052,0.0,,,,iaag06e3q
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,586.0,0.865924,0.0,,,,iaah11010
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,584.0,0.8668520000000001,0.0,,,,iaah11020
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,536.0,0.8670680000000001,0.0,,,,iaah11030
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,592.0,0.8660959999999999,0.0,,,,iaah11040
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,591.0,0.866524,0.0,,,,iaah11050
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,511.0,0.86744,0.0,,,,iaah11060
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,557.0,0.866792,0.0,,,,iaah11070
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,540.0,0.8666360000000001,0.0,,,,iaah11080
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,525.0,0.8669520000000001,0.0,,,,iaah11090
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,536.0,0.866756,0.0,,,,iaah110a0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,572.0,0.86706,0.0,,,,iaah110b0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,527.0,0.8668520000000001,0.0,,,,iaah110c0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,608.0,0.8666799999999999,0.0,,,,iaah110d0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,536.0,0.866268,0.0,,,,iaah110e0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,486.0,0.867584,0.0,,,,iaah110f0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,597.0,0.866728,0.0,,,,iaah110g0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,533.0,0.867268,0.0,,,,iaah110h0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,520.0,0.866876,0.0,,,,iaah110i0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,531.0,0.8668879999999999,0.0,,,,iaah110j0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,581.0,0.867132,0.0,,,,iaah110k0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,525.0,0.8660040000000001,0.0,,,,iaah110l0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,540.0,0.8670120000000001,0.0,,,,iaah110m0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,582.0,0.867032,0.0,,,,iaah110n0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,530.0,0.866856,0.0,,,,iaah110o0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,564.0,0.866984,0.0,,,,iaah110p0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,549.0,0.86698,0.0,,,,iaah110q0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,552.0,0.866748,0.0,,,,iaah110r0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,573.0,0.866732,0.0,,,,iaah110s0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,588.0,0.8669600000000001,0.0,,,,iaah110t0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,546.0,0.867136,0.0,,,,iaah110u0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,597.0,0.867136,0.0,,,,iaah110v0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,565.0,0.8662639999999999,0.0,,,,iaah110w0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,546.0,0.867124,0.0,,,,iaah110x0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,525.0,0.86682,0.0,,,,iaah110y0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,551.0,0.86682,0.0,,,,iaah110z0
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,565.0,0.867556,0.0,,,,iaah11100
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,560.0,0.867152,0.0,,,,iaah11110
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,570.0,0.8667159999999999,0.0,,,,iaah12010
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,567.0,0.866956,0.0,,,,iaah12020
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,586.0,0.8667040000000001,0.0,,,,iaah12030
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,562.0,0.8670200000000001,0.0,,,,iaah12040
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,590.0,0.866992,0.0,,,,iaah12050
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,506.0,0.8669479999999999,0.0,,,,iaah12060
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,582.0,0.866352,0.0,,,,iaah12070
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,560.0,0.867232,0.0,,,,iaah12080
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,545.0,0.8673280000000001,0.0,,,,iaah13010
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,553.0,0.867088,0.0,,,,iaah13020
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,535.0,0.8672719999999999,0.0,,,,iaah13030
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,565.0,0.8670760000000001,0.0,,,,iaah13040
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,596.0,0.8674200000000001,0.0,,,,iaah13050
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,529.0,0.8670559999999999,0.0,,,,iaah13060
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,569.0,0.866756,0.0,,,,iaah13070
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,584.0,0.86692,0.0,,,,iaah13080
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,588.0,0.8669879999999999,0.0,,,,iaah14010
9,3,1.7407599999999999,-0.33466,1,1,2,1,1,1,3,612.0,0.867284,0.0,,,,iaah14020
