ipst,memory
iac719ayq,0.48098
ibwh10070,0.464776
ibcr07htq,1.0449959999999998
idf505mpq,0.465136
icnl01050,2.811772
id9913dmq,0.985236
obpw01080,0.457604
idgg58030,2.811792
id9902uaq,0.46146
ibjda2k3q,0.464284
iciig0k1q,1.043576
idp456oxq,1.025172
idwg4g010,1.026952
oc84042o0,0.4577600000000001
idme01xgq,0.482368
ic1307uyq,2.060892
ie7l08u8q,0.8381360000000001
iddc05jcq,1.02576
idwc31dmq,0.83868
idn016030,5.2866800000000005
idgq070c0,0.858292
ie7x10a5q,0.7308680000000001
ida970030,4.238564
idbha0030,0.854224
ibtw04acq,0.538044
ic5z10oiq,0.8382440000000001
idov85dfq,0.482728
idy630l5q,0.838044
ibct96ayq,0.4787520000000001
idp134vfq,1.02472
ibbsy1qwq,0.837992
ibxa73k7q,0.8386120000000001
icq1z2nmq,0.480728
icpp04ltq,0.882056
ic3f09040,2.821868
ice079luq,0.4824319999999999
ibsq51g0q,2.059752
id2f19p0q,1.022296
icwy02inq,0.464568
id0ne4qgq,1.023348
ie1952010,1.026404
ict902uiq,0.4656
idpyc3etq,0.98744
lbp413e0q,0.462648
idci14mhq,1.024808
lbs314ooq,0.456308
obkf200b0,0.498
o4dv01ueq,0.456844
ibsx04030,4.939572
ib91lya4q,1.015508
ibu315msq,0.482188
idwg1t010,1.027452
ics341srq,1.023824
ie4n69040,3.519364
iefk54avq,1.026204
ibc144ywq,1.02516
ib3805v1q,0.956916
idb791vnq,1.024212
icqx01txq,2.0439
ictn12h1q,0.83814
id0d0fc9q,0.479924
idy678x7q,0.838268
icq180p2q,0.482772
idg215hzq,0.986236
idcw02cmq,0.8831
icnk01010,3.505736
iedk48l8q,1.045716
ic5w02esq,2.06016
idj301xaq,0.464596
idgq100a0,0.8574280000000001
id2f32i9q,1.024016
lbxm1bupq,0.455016
ibf718040,2.815264
id0p06j6q,0.46418
icss02j3q,0.464872
la9k03egq,0.4558640000000001
idb608040,2.815428
idwf02mwq,0.83834
j8ig05req,0.516644
ibyk05xuq,0.882892
icqa84010,1.027012
ocvs04c0q,0.465888
icok07bfq,0.8384520000000001
ibwf01eyq,1.0297040000000002
ibfh20040,2.783016
j8i0bhksq,2.043552
idms01weq,0.838672
o4gm01020,0.523044
iddl03izq,0.838492
id3z01rfq,0.464852
ic5lk1qlq,1.0158040000000002
o44x33010,0.482896
ic6m7jesq,1.024548
idf503v7q,0.4642439999999999
ibti03020,0.972556
lbrj05foq,0.457196
lb1v09nrq,0.4545
ibuc53060,0.854416
ic5m5v010,1.02606
ic5p03080,0.4651
ib912k010,1.026908
ictn18n0q,1.024848
ibxb07020,1.488992
ibrl23h2q,2.047696
idfr02cgq,2.061772
idup41ejq,1.0231
icx706goq,0.838332
ids0d0gdq,0.838324
lce31xwpq,1.512152
ibh714hdq,0.457832
icii97epq,1.041908
ic2857010,4.2031800000000015
ic74cpkgq,1.019496
ieev04040,1.459832
j6lp02010,13.78
id9o17uhq,0.482392
ich312070,0.854608
ic3t43mhq,2.064392
iby880020,0.596004
ief705o1q,0.477908
ocga06020,0.50152
ibbst5siq,0.8383280000000001
ic4484010,1.028132
idp121wpq,1.025352
idl830010,2.813932
iedn28020,0.960436
ibsua3pfq,2.060152
idgq11080,0.8583959999999999
icua94010,1.088572
ibvt2atdq,0.572972
icmd71020,0.865604
idcd08ulq,0.863872
id6i04040,2.80716
o44x49040,0.487212
ie7y07010,0.874252
icrv01020,1.289908
ib4w03faq,0.838044
icd601bmq,2.0598080000000003
idwo03ihq,0.8827440000000001
j8i0cmu2q,2.06846
ib3509q0q,0.838356
idq219010,2.814828
ic5s04070,0.8542200000000001
icqr54v4q,1.024768
id5g04030,4.231236
icq193hxq,0.483296
id7656010,2.756556
ibwi02030,0.465052
icaf02040,0.86024
idut87doq,0.479428
ic4103010,1.02724
idvw82010,1.02594
lbbd01guq,0.455184
idbha2040,0.854504
ides05020,1.07362
icsr01kyq,0.465064
ics456mbq,0.838168
ie3o01020,2.790816
icvb12cqq,0.88326
ib3513eyq,0.8382280000000001
icpp24l1q,0.883376
ie3b37020,0.867504
ibbszjb3q,0.8383200000000001
lb8s3mc3q,1.510752
ieag98010,3.5157519999999995
ibfs05040,2.797404
oc8409bdq,0.4566520000000001
ibls1uohq,0.5272640000000001
idy405030,3.503032
iac762lbq,0.481168
idx704liq,0.838424
icr003dxq,1.043212
o5hd61070,0.5012439999999999
ic5lb1soq,1.01524
idb850yuq,0.48268
icvbb4fvq,0.8826200000000001
icph7eovq,2.06346
ic3g05t6q,0.986596
idj554020,3.509084
ibl970xmq,0.8619120000000001
ico501jwq,0.4755720000000001
ib1b79020,0.853684
ic5p030c0,0.465768
idp604dxq,1.025084
ids0c0huq,0.837968
o5hkf10e0,0.48064
lbmxh5ifq,1.511888
ic5la3wiq,0.48186
ieec67010,2.7972200000000003
ie37qaikq,0.8825120000000001
idx203jjq,0.849756
ib9j0amyq,1.023464
oc84042d0,0.45812
icii67q9q,1.043244
iciif4juq,1.042736
ic3g14vpq,0.987464
ibxa73k6q,0.8382959999999999
lbji09h3q,0.454824
idd401010,0.859784
j8i0b8ebq,2.0461240000000003
ocv5b10g0,0.460092
ibr701010,3.525008
ic6dl3q3q,0.863556
idwf01ktq,0.838684
idgbp0020,3.560368
iccx01010,0.949088
icq93b010,1.027552
id2f14t8q,1.023108
ic6dl3qeq,0.8637600000000001
ic7441fuq,0.838032
iebjcw010,1.287332
iedk07c0q,1.043648
ibtp16mkq,1.046596
idwg03010,1.033528
ibc602v7q,2.0587
idn403kbq,0.985876
icqs12m3q,1.024608
ibxa61ifq,0.8374719999999999
idc93qrxq,1.024312
id3z03aiq,0.464952
ib91ow010,1.026
iehr02lwq,2.045124
j8q907140,0.60918
ic5m51aaq,1.0252
iecs43020,3.524108
ibxa82cjq,0.8386399999999999
id0d78kyq,0.482736
idpya8igq,0.989016
ibu861a2q,0.4773439999999999
icua96010,1.104808
ibcd330d0,0.8674
idb642030,2.781232
idb7a1qiq,1.025228
ib7794030,0.532432
icxa01zlq,1.0463559999999998
idov0lixq,0.483192
iddt12040,1.5559120000000002
icck01020,0.948944
idvz12d1q,1.02308
o4an020c0,0.48132
idb820ijq,0.482512
icqa0p010,1.027656
ib1b0qzdq,0.8385440000000001
ib9158k3q,1.0142520000000002
ib3511ezq,0.838232
lcdr23o3q,0.455908
idhd10030,4.169356
icii90jwq,1.0436040000000002
idp161e0q,1.02442
idb751dcq,1.024496
ic8x21040,2.822284
icq150etq,0.48258
lbhx0sdxq,0.4554
idpya8ibq,0.988376
ibu521ljq,0.464636
ib91a7hqq,1.0246959999999998
ibwk04c1q,0.463248
ib2k71iwq,0.837672
oc1f01020,0.483072
ie6x47esq,1.045956
ictd36010,2.7839
icdx34010,3.490008
o56302050,0.484304
idy60ukoq,0.83846
icdx7z010,4.237464
idot3s010,1.025736
iaaue10e0,0.85456
j8i0a8bdq,2.04432
iby712010,2.798648
iblk80roq,1.026368
idda02arq,0.838476
idwg2l010,1.025852
ibl906vrq,2.062076
ibvi50czq,0.612024
ie3y02040,4.2774480000000015
ic2m05ezq,0.838116
idjo06bgq,0.9856
id0i3i010,1.026456
icpf23h2q,0.986108
ibh708s3q,0.510644
iac750wvq,0.481232
icpp04lsq,0.8477959999999999
iby81q010,0.60272
ib9j52uxq,1.0240360000000002
idy60sitq,0.838068
iblk0admq,1.026412
la8m02oxq,1.5176120000000002
ief714i3q,0.483324
o5dh01090,0.49962
iecs41ogq,2.068036
ie0l26rtq,0.46442
id2f32ieq,1.024216
iduv10030,0.578116
ib4a55010,2.784312
idxr17040,3.490468
idp610k4q,1.023268
ie1c3xlmq,1.026148
iac719azq,0.4759640000000001
ibf2a8weq,2.044964
o6fn01caq,0.456244
ib5205010,0.8663
ib2k36yyq,0.8381200000000001
ocv5c10f0,0.459812
ie0g01010,0.893232
iehl06syq,0.8384719999999999
idy611hdq,0.8386440000000001
iege160e0,0.8547959999999999
lcao93qwq,0.46264
o5cx030i0,0.461628
j9irw3fcq,2.046452
ibtm8bkfq,2.063444
o42354020,0.5201520000000001
ic6m0h010,1.025856
ibucb5bnq,0.550024
icdx2c010,4.232864
ic6xb1010,1.026348
ib3n01040,2.787192
icft75010,1.026484
lb8r3ic6q,0.471456
ie4t08030,2.788236
ib91nl010,1.029076
ic5t02ckq,0.716268
lbk201odq,0.462184
o58504030,0.478512
idwg83z8q,1.025992
ibvi36bmq,0.463588
ib911nnxq,1.023392
ie194d010,1.027356
ie1957a8q,1.024308
o55q06010,0.51036
ida908kdq,2.0604560000000003
lbx806d5q,0.461844
ic6m6ha5q,0.838432
icdm76050,3.5141480000000005
id7613010,2.8134240000000004
idan85020,4.94416
ie8d04rqq,0.985608
idux35ewq,1.0242639999999998
ibld88asq,0.4802479999999999
ieib02xkq,0.851864
icc502050,2.799416
ibol05fxq,0.838648
j9i413bnq,0.463512
ibhj70040,0.6593319999999999
ib4v21gmq,0.9861
j8c1030g0,0.4636520000000001
ibwk04c4q,0.464204
idy62dhhq,0.838916
ibxa32dpq,0.8382719999999999
ib3806vnq,0.8378120000000001
idr103f7q,0.882584
idkv35010,0.946272
iccz78svq,0.463624
ibxa75lmq,0.837836
ic5ld4vkq,1.02336
ibwk04awq,0.463924
j8i0ani3q,2.042816
o5ew08030,0.48264
labo01030,1.735432
ie9m09d3q,2.043924
ic9t39heq,0.8834639999999999
ib917ks3q,1.016212
ib91gn010,1.026836
icr311zlq,0.8387479999999999
icii55elq,1.042624
o5fx2y020,0.496192
idy639k7q,0.8389559999999999
iciw03060,0.950012
ibs301040,2.78216
idda11cvq,0.838
iciia1ieq,1.0429959999999998
id9906z8q,0.985836
ief746w2q,0.483632
idwi0x010,1.025528
icqa0s010,1.026292
icq962xbq,1.0237120000000002
