ipst,memory
idxr10050,3.490268
icmdp7070,0.854376
iby832040,0.539872
idgb79020,3.520032
ib910jyyq,1.02512
j8de61030,3.1
lbhk04jpq,0.4560520000000001
ichl03fsq,0.8652120000000001
iddn06010,0.854132
ich3130f0,0.8549399999999999
id8a03020,3.4895440000000004
idxr56050,3.50592
icr80bclq,1.022828
ibld76i5q,0.482988
ibdy04vgq,0.464408
ibu942010,1.026968
ic6de2u5q,0.8639959999999999
ib3821biq,0.838376
ic6x9zz5q,0.8380879999999999
ibxy10ohq,0.47658
idxr31060,3.5116160000000005
ie1872010,1.026812
idux0kbsq,1.025968
ibsp11010,4.283036
ibls31a1q,0.529416
ie4n11040,2.812896
ie8c05qdq,0.8380879999999999
ie6d09040,3.5069
idnz03ksq,0.480996
ibh714ddq,0.28300000000000003
ib9m01bdq,0.633472
ie1c50010,1.02684
ie4e13o2q,1.041948
ie6i010d0,0.948912
icmf01u9q,0.987432
icha24irq,0.8632799999999999
icpw2v010,1.025044
id0i57010,1.025856
ibmd22xiq,1.024316
iddl02lqq,0.838392
iedk37diq,1.04282
lbx302j1q,1.901192
ibh714iyq,0.462768
ie3b04040,0.8673
idxu8b010,3.4893
iac513anq,1.024316
idut0aqeq,0.480652
ibwh02020,0.465452
ib2p34030,2.812388
ibwh10050,0.464708
lb2a13z9q,0.461912
idca4l010,1.02606
ie1b14h6q,0.864016
ichd03020,0.868008
ick908030,3.484792
ida932090,4.256596
icro03jwq,0.5745680000000001
ie1b24g0q,0.863192
ic5p01070,0.464516
lboz12e6q,1.508236
id0h08h2q,0.489048
idy62emfq,0.838
icqx03a4q,2.04428
ic40a1vvq,2.047384
idf502g4q,0.46456
ich311050,0.8547879999999999
o5gj3d010,0.46866
ode406u9q,0.460236
idy694pvq,0.8384159999999999
icwb0ne1q,2.062924
icii97eiq,1.04132
icqs12m1q,1.023816
ib3513evq,0.83772
lboq04p4q,0.4551560000000001
idvz05ijq,1.025696
idca92010,1.027332
ic4901e8q,0.478792
labn01dyq,0.4626560000000001
idy62ytbq,0.838592
ibsya5m9q,2.0606880000000003
icok12vkq,0.83798
ibcr15ldq,1.046768
ic8z03npq,1.043344
ic6m1z010,1.026632
j8hm06j3q,0.481484
idy62ffnq,0.8383639999999999
idp064oxq,1.024832
ic5m11zzq,1.025328
ib3d52feq,2.069032
ic2m03dpq,0.8383079999999999
icrz33jiq,0.8640200000000001
icp508010,2.8315200000000003
o41j1a010,0.47028
icpw37010,1.025272
ibct2vftq,0.47974
idxr09050,3.4917160000000003
ib919sd3q,1.01588
ib919e010,1.026852
id7e18030,2.781144
ibu80hyfq,0.481688
idj652e1q,0.464948
idas30kgq,2.061264
idcd13rcq,0.864016
icyr0a010,0.905528
ibbs06jxq,1.0219200000000002
ibtp61s4q,1.045012
o59a18010,0.485524
ic8k09kvq,1.024296
ibyk06rvq,0.8828520000000001
iduw12kfq,0.493096
ibxa82d0q,0.8381799999999999
ie0d94uvq,0.48226
iduw07k6q,0.483304
idup64f6q,1.024652
idvw2q010,1.026436
icfc61010,1.026784
iaai02qyq,0.8380200000000001
idy61sf8q,0.8380479999999999
o5en03020,0.480816
idx5a9030,0.853872
o5fq10010,0.556972
ibvk01020,0.6878479999999999
j8ig05riq,0.4755720000000001
idx703dfq,0.838144
iege070b0,0.8539399999999999
o4h7b1010,0.495616
ibu619t3q,1.026064
iblk73smq,1.025072
id0d0vr3q,0.4798560000000001
la7805afq,1.52734
o5hkeq030,0.48122
iacr03xlq,2.06248
iciia2ivq,1.043464
idg240pkq,0.4825680000000001
icxk02010,4.189432
ib3823rnq,0.83814
idy63gpiq,0.838672
ie1b11kxq,0.86374
ichc01020,0.46474
iclu10hiq,1.04542
iedk40y7q,1.043868
ic74c5hyq,1.023152
ibcd41c2q,2.05938
ibcdb4030,0.867864
icnk23010,3.490556
ib91me010,1.026944
ieav04gdq,2.046728
idiy02040,0.477548
icxu05020,4.231328
ibyp02040,3.496588
j8q902070,0.5722079999999999
ib1b98010,1.657068
id1x06urq,2.043472
la7t02qwq,0.470448
ibct2uv4q,0.479108
ib2e02z8q,0.838316
ibtxb1lqs,1.025252
icha02imq,0.863924
ib3501m5q,0.8386440000000001
idcc06ldq,1.023992
idx5a5050,0.8547799999999999
ic5za9i5q,0.8381799999999999
ice144q2q,1.025404
icnb40040,2.812776
icok39mjq,0.8387879999999999
ib4a63010,2.814564
ibc1h1x3q,1.01842
ic4316ecq,1.022744
icok04mtq,0.83842
icha11lxq,1.0227
iedk41d0q,1.04326
ib4a92010,2.798044
j8iva1qqq,0.463992
icii87ijq,1.044296
ie130vjgq,1.023252
ib91a6blq,1.016716
obxq010z0,0.4572
ibtp14dyq,1.025312
o4an180a0,0.46864
iciu14xgq,1.043728
ibzoa1fvq,2.061424
icwy03jmq,0.463892
la7t01pvq,0.4558239999999999
idb832kdq,0.477592
id8028n2q,2.063156
lb8s3uf7q,1.510768
idp451010,1.0255040000000002
lbp106r6q,1.899836
obpw010s0,0.458208
icau92ifq,2.055364
idgq150d0,0.8580200000000001
idxpg8010,0.48118
iciic8eqq,1.043408
icm604opq,0.8383360000000001
o4r401090,0.499836
o5hkcz050,0.490156
idmg13jis,0.838332
icok31k3q,0.838528
icok36rxq,0.8381
icha36i6q,0.863608
ico802jaq,0.8379719999999999
iac795urq,0.4819479999999999
ibf303030,1.027656
ic3t05kmq,2.062548
odqf11u1q,0.4596
id0ne1i3q,1.025164
id8j51rnq,0.986852
icmw08byq,1.043388
ibu9ap010,1.026776
ichda5cqq,0.8380719999999999
id0b2kc8q,1.025636
idb791w1q,1.025004
iehl06soq,0.838516
idut56saq,0.482432
ibc1h4biq,1.0154
ibu819b5q,0.477104
icwr12040,6.818596
ie9m81qyq,2.059224
j97c21h4q,2.044512
id3t04o3q,1.045684
idqn05kqq,1.046964
ibu540a8q,0.4637479999999999
ie4n61030,2.83652
ibbsz1020,0.85456
ic8k14020,1.086128
lcix01f8q,0.462484
ibxa43ezq,0.838148
idy62xcwq,0.838556
ichd03fbq,0.8385040000000001
idy61pgoq,0.8384
ibci01010,0.4653560000000001
ib91mq010,1.0257
ibu540zzq,1.024144
iaai03slq,0.83852
ic6dj3w7q,0.862856
ibyl02030,3.490496
ie0l01hbq,0.4654720000000001
idgf04ejq,0.4916680000000001
id0h02aoq,0.484184
iegg02voq,0.8378959999999999
ic6m6k010,1.0261559999999998
ibcuagetq,0.487084
ie1863010,1.02842
ieab05laq,0.986436
ibyk01b0q,0.8830600000000001
idvw2j010,1.026476
ibl96qqjq,0.5838399999999999
ibsm22050,0.537988
ieg820qbq,0.8633040000000001
ibla01dyq,2.04324
lb7201l1q,0.455456
idqu01010,3.4929080000000003
ic0442muq,0.8381639999999999
iduy39tvq,0.986852
idh227010,4.220528
icph2xgiq,0.669456
icmdp90c0,0.8656520000000001
id0k1m010,1.0262
ids0h0jiq,0.838412
icr403olq,0.838376
iduy34sbq,0.986496
iciv01040,2.822052
iciijaciq,1.04342
ice005a3q,0.4819479999999999
ic6x8pe5q,0.838468
ie8c04paq,0.8381360000000001
ibxa32d1q,0.838232
ib910ecgq,1.015188
ie4f54020,0.92922
ic3503020,3.507676
icpg17liq,0.494628
idy61pgkq,0.838176
la7t01ptq,0.456028
lbx501070,1.808228
o44x10020,0.473248
icwy25oeq,0.98636
iege13040,0.8541200000000001
iabv01030,0.968164
lb3z19yhq,0.462588
ibsl20080,0.474192
id8m02020,2.813404
idan71020,4.94358
icps02m1q,1.044852
iaao02kiq,1.025672
ibug12010,3.495332
idx5a2p6q,0.837708
ib914vgiq,1.023568
ido213030,0.8597959999999999
idp605eoq,1.02414
idnza3rmq,0.480296
idya08doq,0.986408
icok18ssq,0.837744
ibcr03gqq,1.044924
idy64etyq,0.8384520000000001
idwg1w010,1.026716
o4ax72030,0.49608
icft46abq,1.025876
iccz79t7q,0.464636
ic5s050g0,0.854432
iedk01q0q,1.042568
iegg05f7q,0.8384799999999999
idg267gfq,0.461932
idb008xcq,0.482604
iaaua1n5q,2.0621
idc792myq,1.025744
icii23i6q,1.044504
ie4n0u030,2.818884
ie4e16dlq,1.046388
ibfg11040,2.784184
ibnz02f1q,0.46442
ibm606u2q,0.841324
icpg20ofq,0.498012
id5n01biq,0.882864
icrz30v0q,0.863448
ic1xk4ceq,0.502588
j8i0a2eqq,2.044604
iboi6mtyq,0.6189680000000001
ib2k34wvq,0.8382639999999999
ib5s010d0,2.357316
icok24haq,0.838292
icjr01dmq,2.061464
iaby02xcq,2.055508
iccz80kdq,0.464524
ieht51osq,0.838
icftah010,1.027432
ie8d08wqq,0.986356
ic4433010,1.03616
icii14nnq,1.043312
iboe2arjq,0.8644040000000001
icll03t8q,0.8381120000000001
o5bx01080,0.479368
iec310070,0.85956
o58ob80y0,0.470976
idb847pnq,0.4834600000000001
idlp52040,2.773216
ibmr51veq,0.73164
icg684heq,1.024924
idot3t010,1.02644
ibbs46doq,1.023556
idg230lfq,0.482424
lbx501j5q,1.7048599999999998
ibbs20020,0.866532
j9ic01vvq,0.46246
ibwk04b0q,0.46378
id1v02etq,2.06246
iduy03njq,0.986408
ic6m26010,1.02662
icpf16dmq,0.98616
ic3m60fyq,1.0256040000000002
icvba4djq,0.882764
ie0l13hsq,0.98696
ib3802ttq,0.955756
icwy03jsq,0.987156
idiq05010,3.846896
ibsm21030,0.664564
icvbb1e4q,0.882036
iac715twq,0.481444
ib2j02030,2.7719560000000003
idxb79010,2.803604
ib3d15010,2.117064
id9924e3q,0.986824
ib2e01yfq,0.83824
icfc60010,1.026492
idue52020,7.179360000000001
j9i413ayq,0.462632
idi502hgq,0.8384
ie0d0eaaq,0.48306
la7t02srq,0.45564
ibtx24imq,1.02468
icyr2l040,0.905944
iduw06wdq,0.49198
idp40b010,1.026076
ibu97s010,1.02738
icwy01hkq,0.465408
icat05030,0.660308
ie8607eqq,0.8385440000000001
lb1415s4q,0.4551
ibew5djuq,2.063744
id8r02020,0.949336
lbry02u1q,0.462908
ie1b63cvq,0.863348
ie1q09cdq,0.88328
ids0e0k0q,0.837592
id3a07iaq,1.04544
idi510s1q,0.837952
ibnh07nxq,2.0611200000000003
icwr59040,6.838008
ics455jsq,0.4626
ic5m5xlpq,1.024332
lcyid1a5q,0.462908
ibct0aomq,0.48086
idxb47020,3.48966
ie193i010,1.02558
idiy20020,0.47964
ibeve7bqq,2.060524
id0i0lhhq,1.024584
idvf36010,1.02746
la7t01oxq,0.469124
ic3s11c9q,0.8383120000000001
id6y12010,3.841608
idy60wfaq,0.838464
ib7784020,0.536984
icyr0h010,0.905504
ie6k02udq,0.985664
idwo03ieq,0.8826120000000001
ie0d33xhq,0.483196
o59z01040,0.4799520000000001
id0n14c7q,1.023792
ibwu01020,0.868124
iegj21fhq,1.024872
iacr51ogq,2.062984
ieec65010,2.796584
ibxa62osq,0.838492
labq01hrq,0.454176
ic4313chq,1.023784
ibct48frq,0.481876
ic1rf5020,0.949016
icwp01n6q,0.8385239999999999
idmf02010,4.228619999999999
iebj15010,1.285424
id8r03060,0.904748
idg231m7q,0.482868
lbl201psq,0.454992
ie3b89020,0.866492
obxwa10c0,0.464372
iaau32020,1.0286
ib3507xlq,0.837916
icqr04f4q,1.01664
id2407050,0.8550120000000001
idy63kgrq,0.838908
idvz37b7q,1.023472
iedk39hyq,1.044908
idup64exq,1.01586
ie4n18030,2.810752
idcm01clq,2.044144
o4bt34010,0.495392
ic6xdi010,1.02668
icd011chq,0.838304
idjl32o3q,0.464536
icm603lgq,0.838356
ocbz13020,0.516604
ie0h08fnq,1.023768
ib91klxcq,1.0263
idoy10kzq,1.043692
idns01010,4.246988
idq238020,2.8147
icsb03010,6.777072
ie8c02n1q,0.838456
idj601meq,0.463936
idvw4k010,1.026516
ib2k41izq,0.8381719999999999
ibxd90xeq,2.064368
ie1t08udq,0.49602
ib8d0lykq,2.061096
icr304fnq,0.8386319999999999
id0i2u010,1.025572
idda04sjq,0.8386
ic450ixuq,0.482968
icrz27jnq,0.8640639999999999
idwf02mrq,0.8383520000000001
ie37xbc3q,0.8820680000000001
ibnh11bcq,1.03086
ibu9ac010,1.0279040000000002
ic8va2g7q,1.112724
id5d14ajq,0.54122
id6901030,3.52192
ie4n81040,2.820924
id0o30n2q,0.8639479999999999
lce831kzs,0.4622
iciih1d4q,1.044036
iby843010,0.530428
idmg02l8q,0.8386440000000001
ic3m54dkq,1.02672
ich315030,0.854924
ie1915wkq,1.023844
icm606lhq,0.838636
iecs08020,3.50176
ib9157joq,1.024884
id2f30hqq,1.023456
ic1107010,0.666024
ichl04eyq,0.840404
ibuc52090,0.85454
icdz02d9q,0.4909560000000001
idp521wjq,0.863044
idw1040c0,0.859776
lb8s1ne8q,1.51082
icc219030,1.113768
ie5h62020,4.17534
iabk050a0,2.81414
iacs02tlq,0.559972
ibcf13adq,0.4629680000000001
iegg01pxs,0.8386
j8r205030,0.64736
icb004030,2.781448
lc8y13tlq,0.462516
idj902030,2.793872
iciu09jbq,0.838708
id2f17hyq,1.023768
ice061zfq,0.483692
ics901dlq,1.045036
ibu98o010,1.026476
ib9j54pjq,1.023376
idvz06qcq,1.024288
idg239p7q,0.482396
ibld59f1q,0.479868
j8t701070,0.653068
ib7i80020,0.47562
icau0y010,2.780508
icqx02btq,2.060748
ic1rf3nyq,0.882864
icr325010,0.8672479999999999
iddn100f0,0.8548959999999999
icx701ocq,0.8375799999999999
idp624hjq,1.0235040000000002
ie190x010,1.028076
idp559010,1.027972
ibf913hbq,0.601304
icii99ewq,1.041688
icwy05llq,0.465196
la9k03b0q,0.45618
iby864010,0.5382319999999999
ici204010,0.867396
icftclufq,1.024884
icl702ykq,0.838348
icpf13pzq,0.986896
iaata20a0,2.789352
idsr04dwq,0.883216
iec302030,0.860072
icr3210e0,0.8674719999999999
id0n91wmq,1.024524
iaag06dpq,1.025828
icnh07040,3.841468
ibxd90yhq,0.98888
idgq140f0,0.858284
ib3w69020,0.464792
j8qo01040,0.53442
idwl06xbq,1.04356
ib6r06030,3.547912
idi501ruq,0.8831120000000001
iehl05q1q,0.838664
ibh705abq,0.46408
ic5m2a010,1.0262
lce33rq7q,1.510336
icnl03050,2.781528
iab601yqq,0.564988
icvn12030,2.807616
j8i0b5tjq,2.0442720000000003
ibeo1ggrq,2.061244
icg6cm010,1.03432
iduy38trq,0.48186
iedv50030,3.507996
iby112010,4.213408
idy60mcdq,0.838636
ibxa74koq,0.839032
ibct4ezqq,0.480256
idc785g2q,1.025888
ictd46020,2.822912
j8i0a3ejq,2.044976
iclu10hdq,1.0458040000000002
j9p1bu010,2.826624
ic3s83fvq,0.8378680000000001
idq23h020,2.823748
idtl01040,0.903928
iclt2a020,2.784504
iaatb2050,2.806012
j8qh04020,0.670772
idi516ofq,0.988304
o5fl01020,0.496036
ie1qb4nlq,0.88344
ibol04f3q,0.8386399999999999
icrw060g0,0.854824
ibnh09a6q,2.05982
ic0551010,4.6805
ibcd4a040,0.8671
ibcu7wozq,0.6129720000000001
iege02050,0.854672
ibmq52g3q,0.5110319999999999
idda12uzq,0.838096
idir11040,2.81238
ie1312l1q,1.024756
lce357xdq,1.51292
ics492w8q,0.837628
id2f22swq,1.023076
id9o46zgq,0.482044
j8qh02040,0.6654359999999999
ib910kxkq,1.016072
idot1j010,1.026436
ib91bskbq,1.014952
ib9174h9q,1.015624
o59p03030,0.490356
icfccbzlq,1.023548
icii21h5q,1.041412
ic5s040d0,0.464648
ib4w10gvq,0.8384
j8i0cgojq,2.068108
ibc174pkq,1.025432
idcf08jhq,0.4896
ibbsd5lhq,0.8382639999999999
idca2zl4q,1.026944
o55110020,0.498652
j8q616040,3.5337080000000003
ic3s15giq,0.838168
ibct95s6q,0.481132
iecs29nvq,2.06318
o5dh020a0,0.4602479999999999
ib9j0de4q,1.026088
ibf903030,2.787588
iddn02020,0.855284
ibld0ureq,0.4819600000000001
ibu880fhq,0.482212
ic27sl010,4.233304
icmd28030,0.865952
idg213hfq,0.986156
icqa4dfnq,1.02628
lc4e0zxcq,1.511064
ici402040,2.807376
ieg808soq,0.8628399999999999
ido91k010,1.025588
icjl06020,2.8136400000000004
ibc305yiq,2.043548
idno01ekq,1.04386
ie8601m9q,0.838924
ibxd32tgq,0.838016
idb402020,2.775168
odt502nnq,0.466656
ides01020,1.072412
o5ee16060,0.459448
ibwn02vgq,0.464956
j8i0c5qnq,2.04288
ido203010,0.8599559999999999
ibh711xeq,0.493012
ibxa76goq,0.838468
ib9132ulq,1.014724
ico803tkq,0.8383799999999999
idh258010,4.215296
ibwm61020,1.0282639999999998
o4qp9e010,0.495976
lbrj17o7q,0.455212
ib9j5aicq,1.025368
ibf017040,2.784992
ib91pi010,1.036488
ibht14meq,0.83844
icphaj010,3.491576
iciid7kdq,1.04222
ich308010,0.466048
icqu02apq,2.04672
ids0g0j6q,0.55384
iedn33010,0.959808
ice075taq,0.48294
icfde6u8q,1.024612
ic5y01zxq,1.023164
idwc36djq,0.838068
o56301010,0.4824640000000001
j8i0bky8q,2.045556
ibbsh2d7q,1.023964
ib3902040,2.779748
iaatb2040,2.789376
idoq04flq,2.087884
id0o03gaq,0.863808
idcm13d1q,2.043764
iduy11nqq,0.98636
ia2103010,0.03
j8qj05010,0.556196
ics302n7q,1.023008
ids090030,0.854564
ib91jb010,1.028396
iehl03n2q,0.838248
obpw010n0,0.457708
id0p02gsq,0.46488
iedb53010,1.45458
ib9j01j4q,1.023408
ibcy39ppq,0.866192
iduy15ooq,0.9869
ichc010h0,0.464984
iac755iyq,0.481304
ie4114010,1.0763
idj602koq,0.464428
idxz11010,6.042828
idbh36010,0.854244
ib91np010,1.026744
iaax5c010,0.910244
ibu954010,1.027584
ie7g10teq,1.026768
ics322qaq,1.022468
ibjb06h6q,0.8385440000000001
ie7663020,2.813172
ib91igneq,1.017264
ie7h07080,0.8546799999999999
ie8702010,0.949444
icau90010,2.8174
ic8a05040,2.780696
j8i0c9h6q,2.068604
icgf03040,0.5162439999999999
icoh04mgq,1.043364
ibu890t0q,0.481864
lbmuo1bfq,0.473684
iclu20loq,1.044512
ic3va4ybq,1.024068
id9o38acq,0.482748
laaq03d6q,0.45546
ibxa70scq,0.8382639999999999
idvw37010,1.0259
idb721zbq,1.024984
ibts10040,2.821352
icb704030,2.799812
ic3g07ttq,0.986612
idmg08c6q,0.8381040000000001
ibbsy1qsq,0.838284
ibu320heq,0.4911279999999999
icvba4dyq,0.882568
lbho60dvq,0.456348
ibzc08kmq,1.022332
ibcd080a0,2.79826
ibug81010,3.522972
ie1h13smq,0.483156
idy63fouq,0.8387120000000001
ibu95b010,1.026268
ibg001ikq,0.8383280000000001
o47q01010,0.45878
ibu865xcq,0.481584
ibqs02010,3.554424
ie9m23020,3.5461720000000003
ick002020,4.8314080000000015
j8q9030q0,0.570828
lce325ajq,1.512092
icn10f020,0.678992
iefi02f3q,0.48524
icro04vaq,0.88216
icii56f9q,1.041056
iacd02n0q,2.061704
icrz06ioq,0.863484
idp615pgq,1.02274
icfc01oxq,1.025656
ibbsh5rgq,0.83844
id8j51r7q,0.986376
id5o13010,3.5252800000000004
idmea1y8q,0.48242
ibh714fxq,0.457376
ibtp83q6q,1.043492
ic3m04h5q,1.02362
iegk37010,1.027392
ick434010,3.488524
ibh714jyq,0.4575520000000001
ie0o24020,2.877192
idjl52ehq,0.464892
idy641b8q,0.8382799999999999
ie0l39jqq,0.986176
idy654eeq,0.8381799999999999
ic8n22tjq,0.6686
j8s002010,4.274792
iegg05f6q,0.838268
ido511030,0.578052
icde25020,0.4584
id0h12s1q,0.487012
idmg12lhq,0.838276
ibfj08030,2.783104
icpf18f0q,0.986284
idvf29010,1.026984
iduy25mzq,0.986508
iaat01080,2.806372
idcd36j2q,0.862992
idwi1jwlq,1.027188
ie9m07yaq,2.054428
id0d34mvq,0.482648
id0k51010,1.026068
iblc44j2q,1.024608
icok37p6q,0.838672
id3a01j8q,1.04274
iec013010,3.577176
ibc101emq,1.024652
iegj2qhxq,1.025996
ibr501010,2.402724
ichd06030,0.860456
icfc39010,1.027108
icn810xsq,2.0613080000000004
ibxa74kaq,0.838484
ibty010e0,0.464376
id0o38enq,0.8637600000000001
id3a06joq,1.042904
icgy02ddq,1.0223799999999998
iegj1m010,1.0262
ic3ma4k5q,1.025088
idp422010,1.025772
ibcf13b0q,0.459528
id0p18020,1.026852
iccz82n1q,0.463884
ic3m49jeq,1.024708
ic5p02030,0.46508
ic6df3h1q,0.86318
icd006zjq,0.8384799999999999
id2f25ddq,1.023876
ic4529xoq,0.4805359999999999
icmdp7t1q,0.838024
ibs313010,2.813036
o556020f0,0.468824
idme01t2q,0.482284
j8i0aplyq,2.04602
ibc1e1aqq,1.025124
ibxa77iaq,0.8382040000000001
icvn09030,2.80656
icqr71n8q,1.024208
ictn05aoq,1.042468
idkq03030,6.86762
idrk08lpq,1.044904
la7803fkq,1.52826
ibtx44l4q,1.0241559999999998
ichl08u6q,0.843392
ibzc22ftq,0.838512
ib91m5cyq,1.02546
ibcda8040,0.8671760000000001
ie1b63cpq,0.8631120000000001
id0i47010,1.026308
ibcda7070,0.483508
ic4313ciq,1.024104
icha36ifq,0.863768
idlf05010,2.804564
iccz79tcq,0.463584
ida913aqq,2.063584
ic1390fiq,2.061736
o4om01080,0.460852
ic5lf4kxq,1.015904
id0d42exq,0.480892
icat24040,0.6191760000000001
idxz13010,4.901344
ible09mqq,0.482832
ic2m11snq,0.8382440000000001
icwp03d2q,0.837976
ibw910u0q,0.849404
idup91d8q,1.025024
ib8c6bgpq,0.54818
ic3d01060,2.821452
ie1b62ccq,1.02278
ie5h07020,4.198992
icii89j8q,1.042932
ie7h120e0,0.855
j90d10010,0.5031800000000001
idi501raq,0.8384959999999999
idp638lzq,1.024768
ieec11010,2.8148
icwy23gfq,0.464444
ie182njqq,1.025884
idg234n7q,0.483576
id0d75h4q,0.480472
id0h03bpq,0.483984
ie7g05snq,1.024428
ich315040,0.8548120000000001
lb2a22exq,0.462668
ice00motq,0.483204
ibh706fmq,0.510844
idb866xqq,0.480084
j8i0b6cdq,2.043592
idms05t2q,0.8381040000000001
idcd37gwq,0.864236
ibu401o2q,0.8384360000000001
ibyl01030,3.488488
o5hka2070,0.480392
o44n021k0,0.487144
lbuhz2v8q,0.483484
lcpb03010,1.737452
ib5w02010,0.8810120000000001
iduy07spq,0.4656
iec34a030,0.859284
id0k1n010,1.026328
idxb36010,3.488432
iaau510d0,0.8543040000000001
ib91dm010,1.027376
idy61dvcq,0.838724
iduy04p3q,0.464464
j94f05bfq,2.058408
ibca94m2q,1.025264
icqa1o010,1.027084
icdw01030,0.602344
icqx08f1q,2.051684
la9t01mdq,0.456216
idut0xizq,0.483048
icpg13e9q,0.498764
ichda5crq,0.83834
ido507010,1.026916
icau71010,2.781576
idut56s8q,0.479732
ibfq15030,2.8149
iacr03xcq,2.06098
icmd51050,0.872064
o5gx06020,0.498444
o3tt41ezq,1.0
ie0d1cjpq,0.482076
ibyw02040,4.229324
ids0a0cxq,0.7308279999999999
idnm0ngjq,0.538148
j8w101020,0.549456
ic3t40i4q,2.061328
idcd24hwq,0.863676
id1l31030,0.8548
ibwm72010,1.029004
ibu9gt010,1.02758
ie3b56010,0.867504
ibbu01a8q,0.50994
ic0453ioq,0.838248
icyr0z050,0.905396
idwc36ddq,0.838008
ics335dlq,1.024424
id0f25010,1.026684
icha14rgq,0.863764
ibca90ohq,1.02272
ibc194ecq,1.024392
od3j01bvq,0.462224
idy60ti6q,0.8386879999999999
ic2m09amq,0.838448
id9o02biq,0.482076
icpf30gpq,0.465024
idp514etq,0.8637040000000001
o59z01020,0.499496
ido992c7q,1.02428
ich102gcq,1.023732
ibt002010,2.78086
ie0d95heq,0.48068
o4de03030,0.476468
idp504cqq,0.8633799999999999
icok15eiq,0.837684
idnza3siq,0.480728
ie1h24ghq,1.025904
o46p8t020,0.475448
id9o27hvq,0.482508
idko41lpq,0.986752
idnza3s6q,0.4794600000000001
ibcd63020,0.867368
idc996dxq,1.026132
iaah110v0,0.867136
ib3d19dsq,2.065372
ibcda5050,0.8670559999999999
ie0l26rwq,0.464584
idxr36070,3.487484
icw809060,4.2164160000000015
ib2001050,0.924344
ic0555010,4.597016
ie4n44030,3.489892
ie6d55020,2.788532
ibu404iwq,0.8380200000000001
idor110f0,0.8546600000000001
ib91gscdq,1.018376
ocbv010i0,0.458088
ibh706gbq,0.322
la8m02ocq,1.51076
iduy10n5q,0.987364
ib91ng010,1.02644
icr003dtq,1.046052
idgba9020,3.5341480000000005
o592810b0,0.48316
j9qb04dzq,2.078112
ib9j27ztq,1.023724
iac742fkq,0.478372
ibfq17040,2.786136
ibsp09020,1.081308
idid05gcq,0.8388959999999999
ibh714cfq,0.457948
icdx81n7q,2.0604880000000003
idor10020,0.854532
ie2v11010,0.898164
j8vp03010,4.209212
ibc1b4noq,1.020464
icll04htq,0.8379840000000001
idvz23evq,1.024504
ic2m01q6q,0.8385319999999999
ibtw02gmq,0.4929560000000001
ick411060,2.781648
ic5m2jhlq,1.025996
ie0l02i6q,0.4642439999999999
j8q903060,0.5717760000000001
idja25010,1.484028
icph2zgzq,0.60124
ibtp63thq,1.0464
j9da01030,11.76
ic3j01010,1.074948
id1la6tqq,0.838224
ic6da6wqq,0.863024
icrz31jvq,0.863936
ief748niq,0.48252
icgf03jkq,0.465156
ichy07030,0.867884
icze16jkq,1.044256
ieg648kqq,1.024792
ib91ck010,1.028212
ib4i01010,1.631772
ibtp20mhq,1.04464
ic6x7mqbq,1.024148
ictj26020,3.506104
lc3411zlq,0.45736
idp539wsq,0.8627959999999999
idc90h010,1.024852
ibxa31scq,0.83826
ibu611rtq,1.022416
idwg0j010,1.026928
ief706mcq,0.483228
ie0d60f0q,0.48056
icwy02idq,0.464308
ic1k02040,0.866768
lbmxv4ijq,1.511032
icpg17leq,0.4943520000000001
ibu91pbkq,1.024064
idup34uhq,1.014664
ib91k6uqq,1.016048
ics454ghq,0.8375
icdt01020,3.491568
ibxa77i4q,0.838116
idi511qeq,0.883236
ibdy05kmq,0.46458
o6hf710a0,0.456508
obt801030,0.482476
idb773x7q,0.482664
ie0d0ifgq,0.479684
icmdp50a0,0.857792
o5hkcy070,0.480268
idsy02010,4.215523999999999
icii76bnq,1.041976
ic1361qcq,2.061264
iac716x9q,0.481204
idy60dh3q,0.838872
ib3102010,3.504408
ibr021dpq,1.045236
ibuc22h6q,0.539968
icok23dbq,0.838292
icxx15020,1.825596
ibbs55geq,0.8384959999999999
ibca12nps,1.04622
ibct83fcq,0.478792
ibex06030,2.782196
idupa1nhq,1.026076
ids0g0jfq,0.8382959999999999
idus18l6q,0.863728
iabj01zfq,2.0541
ie7l12raq,0.838368
idp624hdq,0.464808
icrz21dcq,0.864036
idcd42hkq,0.862576
o46j01jlq,0.456588
ibwv03fdq,0.717272
icq988010,1.02652
idux73emq,1.024452
ic5s03060,0.8543440000000001
idus37zrq,1.024084
id9608010,2.791252
lbj011u8q,0.455968
iegg01q3s,0.839096
ibfub3kxq,0.618324
idci22iiq,0.464648
ibwfb8010,1.026872
ic3m40w9q,1.024716
ie1b63ctq,0.8635879999999999
lc7004jyq,0.462392
ibcr16loq,1.045276
idut0xixq,0.482196
iby864020,0.603776
icfcbf010,1.02812
idgba2020,3.521064
ibbsg1gbq,0.8385600000000001
ido94hooq,1.02502
idca1r010,1.025496
ibcc03010,4.964988
ibcd610g0,0.854944
idnt04vqq,1.043208
iblk0cihq,1.024312
ice00nckq,0.4830319999999999
iche14nnq,1.024972
iddj02fmq,0.88292
o4lyce010,0.496196
icvba4dpq,0.8831760000000001
ic5la4wmq,1.014832
ibc608b7q,0.484584
ocks02v8q,0.4561560000000001
j8dl04040,1.48
idgq050f0,0.85814
id2e05amq,0.842144
ibsl19050,0.859564
