dtype,total_mb,subarray,detector,crsplit,x_size,pctecorr,mem_bin,memory,instr,drizcorr,wallclock,n_files,timestamp,x_files,ipst
0,0.5,1,0,0,-1.0735296314601959,0,0,0.284,3,1,15.83,1,1620740441,-2.645915164521277,ibh714zjq
0,20.0,1,0,0,0.5993477643146179,0,0,0.53184,1,0,92.0,2,1620740441,-0.28988624880095043,la8109g6q
0,0.0,0,0,0,-1.3498008528204737,0,0,0.454928,1,0,18.0,2,1620740441,-0.28988624880095043,labo01d0q
0,1.0,0,0,0,-0.8807389346057599,0,0,1.51902,1,0,63.0,3,1620740441,0.6765321553240086,la7x01cbq
0,2.0,0,0,2,-0.6134846679631814,0,0,0.48073999999999995,0,1,42.0,2,1620740441,-0.28988624880095043,j8ig01inq
0,9.0,1,0,0,0.15019368112963088,0,0,0.455716,1,0,11.0,2,1620740441,-0.28988624880095043,lb1v13l6q
1,255.2,0,0,0,2.0013159963163742,0,0,0.03,3,1,421.0,9,1620740441,1.975929531274675,ia2103010
0,34.0,0,1,2,0.8994476926639713,1,1,2.04566,0,1,1512.0,2,1620740441,-0.28988624880095043,j8i0axzsq
0,2.0,1,0,0,-0.6134846679631814,0,0,0.456768,1,0,25.0,2,1620740441,-0.28988624880095043,la8008a1q
0,0.0,0,0,0,-1.3498008528204737,0,0,0.454956,1,0,10.0,2,1620740441,-0.28988624880095043,lb1412tfq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.4548680000000001,1,0,22.0,2,1620740441,-0.28988624880095043,la9k02diq
0,9.0,1,0,0,0.15019368112963088,0,0,0.455384,1,0,14.0,2,1620740441,-0.28988624880095043,la9x01dbq
1,5.0,0,0,2,-0.16845467628818533,0,0,0.53442,0,1,59.0,5,1620740441,1.4770334018512739,j8qo01040
0,0.0,0,0,0,-1.3498008528204737,0,0,0.461768,1,0,22.0,2,1620740441,-0.28988624880095043,lb2a06h5q
0,13.0,0,0,0,0.3558652069390611,0,0,0.528276,3,0,63.0,2,1620740441,-0.28988624880095043,ib9m50lsq
0,4.0,1,0,0,-0.28408535848086963,0,0,0.4632520000000001,3,0,16.0,2,1620740441,-0.28988624880095043,ibcu9qa7q
0,34.0,0,1,2,0.8994476926639713,1,1,2.072696,0,1,2241.0,2,1620740441,-0.28988624880095043,j8i0bygdq
1,93.6,0,0,0,1.4629537096053968,0,1,6.79,3,1,140.0,5,1620740441,1.4770334018512739,i9zg54010
1,119.1,0,0,0,1.5942686052176958,0,0,0.02,3,1,162.0,5,1620740441,1.4770334018512739,ia2818010
0,2.0,0,0,2,-0.6134846679631814,0,0,0.481508,0,1,52.0,2,1620740441,-0.28988624880095043,j8io03amq
0,34.3,0,1,1,0.9043997085827337,1,0,0.71,0,1,1639.0,1,1620740441,-2.645915164521277,j6fl4ancq
1,0.5,0,0,0,-1.0735296314601959,0,1,2.11,1,0,127.0,3,1620740441,0.6765321553240086,ldmp09010
0,1.0,1,1,2,-0.8807389346057599,1,0,1.11364,3,1,156.0,2,1620740441,-0.28988624880095043,icll06i2q
1,5.0,0,0,2,-0.16845467628818533,0,0,0.5412600000000001,0,1,74.0,5,1620740441,1.4770334018512739,j8sv01010
0,1.0,1,1,2,-0.8807389346057599,1,0,1.112436,3,1,78.0,2,1620740441,-0.28988624880095043,ibg001aiq
0,0.0,0,0,0,-1.3498008528204737,0,0,0.45511999999999997,1,0,13.0,2,1620740441,-0.28988624880095043,laaq03d4q
0,34.0,0,1,2,0.8994476926639713,1,1,2.0425,0,1,2562.0,2,1620740441,-0.28988624880095043,j8i0c0oqq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.4546,1,0,21.0,2,1620740441,-0.28988624880095043,la9k01tlq
0,13.0,0,0,0,0.3558652069390611,0,0,0.5413680000000001,3,1,51.0,2,1620740441,-0.28988624880095043,iab901emq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.456608,1,0,22.0,2,1620740441,-0.28988624880095043,la9k01ueq
0,9.0,1,0,0,0.15019368112963088,0,0,0.455556,1,0,15.0,2,1620740441,-0.28988624880095043,lb3f01aiq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.45553599999999994,1,0,23.0,2,1620740441,-0.28988624880095043,la9k01uaq
0,24.0,0,0,0,0.7026029302238583,0,0,0.583908,3,1,73.0,2,1620740441,-0.28988624880095043,ib2k0pa5q
0,0.0,1,0,0,-1.3498008528204737,0,0,0.45473199999999997,1,0,22.0,2,1620740441,-0.28988624880095043,la9k01u4q
0,34.0,0,1,2,0.8994476926639713,1,1,2.044696,0,1,1438.0,2,1620740441,-0.28988624880095043,j8i0bpnnq
1,69.0,0,1,2,1.2950985180271455,1,1,2.786812,0,1,3802.0,5,1620740441,1.4770334018512739,jcaz05030
0,34.0,0,1,2,0.8994476926639713,1,1,2.04292,0,1,2189.0,2,1620740441,-0.28988624880095043,j8i0bmrhq
0,24.0,0,0,0,0.7026029302238583,0,0,0.584012,3,0,108.0,2,1620740441,-0.28988624880095043,ib9m78f6q
0,9.0,1,0,0,0.15019368112963088,0,0,0.455372,1,0,15.0,2,1620740441,-0.28988624880095043,lb1o14i0q
0,34.3,0,1,1,0.9043997085827337,0,0,0.376,0,0,17.16,1,1620740441,-2.645915164521277,j9i3mbplq
0,34.0,0,1,2,0.8994476926639713,1,1,2.043844,0,1,1973.0,2,1620740441,-0.28988624880095043,j8i0bnazq
0,14.9,0,0,0,0.4327956495508111,0,0,1.0,3,0,14.0,1,1620740441,-2.645915164521277,iaak02gnq
0,34.0,0,1,2,0.8994476926639713,1,1,2.0691080000000004,0,1,2226.0,2,1620740441,-0.28988624880095043,j8i0c9hiq
0,0.0,0,0,0,-1.3498008528204737,0,0,0.454608,1,0,10.0,2,1620740441,-0.28988624880095043,lb2z01bdq
1,0.2,0,0,0,-1.2249089178046322,0,1,2.1,1,0,123.0,2,1620740441,-0.28988624880095043,ldv057090
0,34.0,0,1,2,0.8994476926639713,1,1,2.0427,0,1,3669.0,2,1620740441,-0.28988624880095043,j8isa1luq
0,1.0,1,1,2,-0.8807389346057599,1,0,1.113848,3,1,149.0,2,1620740441,-0.28988624880095043,ico801zqq
