ipst,dtype,total_mb,subarray,detector,crsplit,x_size,pctecorr,mem_bin,memory,instr,drizcorr,wallclock,n_files,timestamp,x_files
iaak01agq,0,35,0,0,0,0.9375950901966635,0,0,0.667064,3,0,59,2,1620740441,-0.7780152036830672
ibh706g3q,0,10,1,0,0,0.16029560108428442,0,0,0.5109600000000001,3,1,49,2,1620740441,-0.7780152036830672
j6kt01030,1,9,0,0,2,0.09506200417781331,0,0,0.02,0,1,115,5,1620740441,1.0921440788857568
ibfupacsq,0,22,0,0,0,0.6511675506647073,0,0,0.58102,3,1,54,2,1620740441,-0.7780152036830672
j8i0b8e6q,0,34,0,1,2,0.919839605356715,1,1,2.078528,0,1,1866,2,1620740441,-0.7780152036830672
la9t11070,1,23,0,0,0,0.6787508911926879,0,0,1.708936,1,0,205,7,1620740441,1.4459577508481383
j8hm05m3q,0,34,0,1,2,0.919839605356715,1,1,2.042884,0,1,1497,2,1620740441,-0.7780152036830672
iab601yeq,0,18,0,0,0,0.5263600146713312,0,0,0.560512,3,1,66,2,1620740441,-0.7780152036830672
laaq01qeq,0,0,0,0,0,-1.6157022275450914,0,0,0.4547600000000001,1,0,16,2,1620740441,-0.7780152036830672
la8132w2q,0,18,1,0,0,0.5263600146713312,0,0,0.524408,1,0,87,2,1620740441,-0.7780152036830672
j8hm06j1q,0,2,0,0,2,-0.7662158670999736,0,0,0.48144,0,1,48,2,1620740441,-0.7780152036830672
ib8cduqfq,0,24,0,0,0,0.7051335898518772,0,0,0.584264,3,1,56,2,1620740441,-0.7780152036830672
ib8c5dw6q,0,33,0,0,0,0.9015340605688835,0,0,0.6510199999999999,3,1,67,2,1620740441,-0.7780152036830672
j8rq03010,1,9,0,0,2,0.09506200417781331,0,0,0.661852,0,1,94,9,1620740441,1.6313035653743424
lb3e34weq,0,0,0,0,0,-1.6157022275450914,0,0,0.462184,1,0,25,2,1620740441,-0.7780152036830672
j8i0b5t9q,0,34,0,1,2,0.919839605356715,1,1,2.045404,0,1,1819,2,1620740441,-0.7780152036830672
la8m02osq,0,1,0,0,0,-1.0724141621312375,0,0,1.51058,1,0,82,3,1620740441,0.2397118177539458
lb1s01x7q,0,9,1,0,0,0.09506200417781331,0,0,0.455488,1,0,15,2,1620740441,-0.7780152036830672
ibg001afq,0,1,1,1,2,-1.0724141621312375,1,0,1.112492,3,1,113,2,1620740441,-0.7780152036830672
ib8d0iloq,0,13,0,0,0,0.3234899654738656,0,0,0.535704,3,1,71,2,1620740441,-0.7780152036830672
la7812a3q,0,0,0,0,0,-1.6157022275450914,0,0,1.509172,1,0,50,3,1620740441,0.2397118177539458
la8104ysq,0,20,1,0,0,0.591940945951296,0,0,0.53528,1,0,89,2,1620740441,-0.7780152036830672
j8cf01d0q,0,2.3,0,0,1,-0.6954500398762936,0,0,1.18,0,1,35,1,1620740441,-3.2299932216233636
laa110080,1,0.1,0,0,0,-1.5394799101989651,0,0,1.08,1,0,47,2,1620740441,-0.7780152036830672
icfs11yuq,0,1,1,0,0,-1.0724141621312375,0,0,0.285,3,1,16.2,1,1620740441,-3.2299932216233636
icfs11y6q,0,1,1,0,0,-1.0724141621312375,0,0,0.285,3,1,16.37,1,1620740441,-3.2299932216233636
idnl08010,1,208.1,0,0,0,1.9820357501241106,0,2,9.07,3,1,237,7,1620740441,1.4459577508481383
j8vza2040,1,69,0,1,2,1.3470427631721529,1,1,2.826568,0,1,4894,5,1620740441,1.0921440788857568
j8i0c5qgq,0,34,0,1,2,0.919839605356715,1,1,2.043216,0,1,2103,2,1620740441,-0.7780152036830672
iaak29o4q,0,13,0,0,0,0.3234899654738656,0,0,0.528712,3,0,34,2,1620740441,-0.7780152036830672
ico001020,1,7,1,1,2,-0.059319448932817535,0,0,0.596808,3,1,117,7,1620740441,1.4459577508481383
ic7v06030,1,70,0,1,2,1.355577747699275,1,1,2.817796,3,1,2762,5,1620740441,1.0921440788857568
laa702aeq,0,9,1,0,0,0.09506200417781331,0,0,0.4554760000000001,1,0,13,2,1620740441,-0.7780152036830672
j8i0a3edq,0,34,0,1,2,0.919839605356715,1,1,2.060088,0,1,2052,2,1620740441,-0.7780152036830672
ibr601020,1,14,1,0,0,0.3696900149665785,0,2,10.4,3,1,197,10,1620740441,1.6931652094484353
icny03010,1,105,0,1,2,1.5933654343687162,1,1,3.492236,3,1,3649,7,1620740441,1.4459577508481383
j8qo01050,1,9,0,0,2,0.09506200417781331,0,0,0.679964,0,1,93,9,1620740441,1.6313035653743424
j6fl1x030,1,6.8,0,0,2,-0.07698310525350188,0,0,0.56,0,1,92,4,1620740441,0.7728496207883843
la8m01k1q,0,4,0,0,0,-0.3922108615141664,0,0,1.541088,1,0,213,3,1620740441,0.2397118177539458
j6fl6dfcq,0,2.3,0,0,1,-0.6954500398762936,0,0,1.14,0,1,23,1,1620740441,-3.2299932216233636
lb3j07m4q,0,9,1,0,0,0.09506200417781331,0,0,0.4552520000000001,1,0,16,2,1620740441,-0.7780152036830672
lb2a15j6q,0,0,0,0,0,-1.6157022275450914,0,0,0.461284,1,0,18,2,1620740441,-0.7780152036830672
lb1s06i9q,0,0,0,0,0,-1.6157022275450914,0,0,0.455084,1,0,12,2,1620740441,-0.7780152036830672
j8i0boi5q,0,34,0,1,2,0.919839605356715,1,1,2.045176,0,1,1608,2,1620740441,-0.7780152036830672
ico501mqq,0,4,1,0,0,-0.3922108615141664,0,0,0.4759640000000001,3,1,34,2,1620740441,-0.7780152036830672
j8r004030,1,69,0,1,2,1.3470427631721529,1,1,2.795748,0,1,3553,5,1620740441,1.0921440788857568
j8i0baelq,0,34,0,1,2,0.919839605356715,1,1,2.062984,0,1,1724,2,1620740441,-0.7780152036830672
ocr7dlbcq,0,0.3,1,0,1,-1.407061120650508,0,0,0.269,2,0,24.99,1,1620740441,-3.2299932216233636
j8i0bfj5q,0,34,0,1,2,0.919839605356715,1,1,2.044764,0,1,1832,2,1620740441,-0.7780152036830672
lb1o17i8q,0,0,1,0,0,-1.6157022275450914,0,0,0.455524,1,0,9,2,1620740441,-0.7780152036830672
laad03vuq,0,0,0,0,0,-1.6157022275450914,0,0,0.455312,1,0,16,2,1620740441,-0.7780152036830672
j8i0asrrq,0,34,0,1,2,0.919839605356715,1,1,2.076488,0,1,1734,2,1620740441,-0.7780152036830672
icon03030,1,175,0,0,0,1.8851298437124049,0,0,0.707708,3,1,232,9,1620740441,1.6313035653743424
o3st05edq,0,2.3,0,0,1,-0.6954500398762936,0,0,1,2,0,16,1,1620740441,-3.2299932216233636
la9k03zmq,0,1,1,0,0,-1.0724141621312375,0,0,0.455964,1,0,21,2,1620740441,-0.7780152036830672
laa005loq,0,0,0,0,0,-1.6157022275450914,0,0,0.4545,1,0,13,2,1620740441,-0.7780152036830672
j8i0b4skq,0,34,0,1,2,0.919839605356715,1,1,2.044504,0,1,1637,2,1620740441,-0.7780152036830672
j8i0aqruq,0,34,0,1,2,0.919839605356715,1,1,2.044108,0,1,1683,2,1620740441,-0.7780152036830672
la7t02rgq,0,1,1,0,0,-1.0724141621312375,0,0,0.4563,1,0,17,2,1620740441,-0.7780152036830672
j8r202030,1,9,0,0,2,0.09506200417781331,0,0,0.656304,0,1,127,9,1620740441,1.6313035653743424
ib2k70k3q,0,24,0,0,0,0.7051335898518772,0,0,0.5842,3,1,77,2,1620740441,-0.7780152036830672
la8128fsq,0,19,1,0,0,0.5600260186195137,0,0,0.528744,1,0,83,2,1620740441,-0.7780152036830672
j8i0cpy6q,0,34,0,1,2,0.919839605356715,1,1,2.068072,0,1,2160,2,1620740441,-0.7780152036830672
ib8cbtf6q,0,24,0,0,0,0.7051335898518772,0,0,0.5835520000000001,3,1,62,2,1620740441,-0.7780152036830672
o3tt42o0q,0,0.1,1,0,1,-1.5394799101989651,0,0,1,2,0,16,1,1620740441,-3.2299932216233636
j8hm06k6q,0,2,0,0,2,-0.7662158670999736,0,0,0.48198,0,1,34,2,1620740441,-0.7780152036830672
la9g01lqq,0,0,0,0,0,-1.6157022275450914,0,0,0.454956,1,0,16,2,1620740441,-0.7780152036830672
la9k01w3q,0,0,1,0,0,-1.6157022275450914,0,0,0.455,1,0,26,2,1620740441,-0.7780152036830672
j8i0b4rqq,0,34,0,1,2,0.919839605356715,1,1,2.077884,0,1,1721,2,1620740441,-0.7780152036830672
la7x01b4q,0,1,0,0,0,-1.0724141621312375,0,0,1.509872,1,0,95,3,1620740441,0.2397118177539458
j8i09tbcq,0,34,0,1,2,0.919839605356715,1,1,2.04332,0,1,1866,2,1620740441,-0.7780152036830672
j8r003030,1,69,0,1,2,1.3470427631721529,1,1,2.811044,0,1,3470,5,1620740441,1.0921440788857568
ibcf13auq,0,2,1,0,0,-0.7662158670999736,0,0,0.463288,3,1,40,2,1620740441,-0.7780152036830672
j8rq35020,1,138,0,1,2,1.750568425712719,1,1,4.227352,0,1,5889,9,1620740441,1.6313035653743424
j8r201050,1,9,0,0,2,0.09506200417781331,0,0,0.661108,0,1,146,9,1620740441,1.6313035653743424
j8i0acjrq,0,34,0,1,2,0.919839605356715,1,1,2.076992,0,1,1705,2,1620740441,-0.7780152036830672
lb2a17lnq,0,0,0,0,0,-1.6157022275450914,0,0,0.462016,1,0,25,2,1620740441,-0.7780152036830672
j8rq02020,1,138,0,1,2,1.750568425712719,1,1,4.246108,0,1,4438,9,1620740441,1.6313035653743424
iaac220m0,1,1,1,0,0,-1.0724141621312375,0,1,3.22,3,1,38,3,1620740441,0.2397118177539458
la9k02ajq,0,1,1,0,0,-1.0724141621312375,0,0,0.456116,1,0,26,2,1620740441,-0.7780152036830672
ib2k0tbqq,0,24,0,0,0,0.7051335898518772,0,0,0.583964,3,1,71,2,1620740441,-0.7780152036830672
icph68fsq,0,22,0,0,0,0.6511675506647073,0,0,0.57624,3,1,75,2,1620740441,-0.7780152036830672
lacb01fkq,0,0,0,0,0,-1.6157022275450914,0,0,0.462768,1,0,21,2,1620740441,-0.7780152036830672
j8i0bqwmq,0,34,0,1,2,0.919839605356715,1,1,2.043064,0,1,1964,2,1620740441,-0.7780152036830672
iaak36plq,0,14.9,0,0,0,0.40854140780624737,0,0,1.08,3,0,13,1,1620740441,-3.2299932216233636
la8o08xoq,0,2,0,0,0,-0.7662158670999736,0,0,1.519512,1,0,55,3,1620740441,0.2397118177539458
j8i0a8bsq,0,34,0,1,2,0.919839605356715,1,1,2.0442400000000003,0,1,2205,2,1620740441,-0.7780152036830672
j8i0cuilq,0,34,0,1,2,0.919839605356715,1,1,2.05208,0,1,3199,2,1620740441,-0.7780152036830672
j8i0bafmq,0,34,0,1,2,0.919839605356715,1,1,2.0446880000000003,0,1,1688,2,1620740441,-0.7780152036830672
j8i0cximq,0,34,0,1,2,0.919839605356715,1,1,2.086668,0,1,1836,2,1620740441,-0.7780152036830672
lb3e23flq,0,0,0,0,0,-1.6157022275450914,0,0,0.462128,1,0,21,2,1620740441,-0.7780152036830672
la9k03eqq,0,1,1,0,0,-1.0724141621312375,0,0,0.45672,1,0,17,2,1620740441,-0.7780152036830672
la9k03drq,0,1,1,0,0,-1.0724141621312375,0,0,0.455336,1,0,20,2,1620740441,-0.7780152036830672
j8i0a8b2q,0,34,0,1,2,0.919839605356715,1,1,2.043992,0,1,2890,2,1620740441,-0.7780152036830672
la9k04oiq,0,2,1,0,0,-0.7662158670999736,0,0,0.456496,1,0,31,2,1620740441,-0.7780152036830672
la9t71040,1,6,0,0,0,-0.15282298665130253,0,0,1.599424,1,0,97,4,1620740441,0.7728496207883843
la7t03twq,0,1,1,0,0,-1.0724141621312375,0,0,0.45662,1,0,17,2,1620740441,-0.7780152036830672
lb3z06akq,0,0,0,0,0,-1.6157022275450914,0,0,0.461736,1,0,19,2,1620740441,-0.7780152036830672
j6d509yzq,0,34.3,0,1,1,0.9252225381380749,1,0,0.41,0,1,1740,1,1620740441,-3.2299932216233636
lb2h01isq,0,0,0,0,0,-1.6157022275450914,0,0,0.462052,1,0,25,2,1620740441,-0.7780152036830672
j8i0bmqlq,0,34,0,1,2,0.919839605356715,1,1,2.043612,0,1,1674,2,1620740441,-0.7780152036830672
j8s0a6010,1,138,0,1,2,1.750568425712719,1,1,4.238168,0,1,3799,9,1620740441,1.6313035653743424
j8ig05rwq,0,2,0,0,0,-0.7662158670999736,0,0,0.458184,0,1,27,4,1620740441,0.7728496207883843
laay01kbq,0,0,0,0,0,-1.6157022275450914,0,0,0.45506,1,0,15,2,1620740441,-0.7780152036830672
j8i0bznfs,0,34,0,1,2,0.919839605356715,1,1,2.043448,0,1,2401,2,1620740441,-0.7780152036830672
o3sl25a5q,0,2.3,0,0,1,-0.6954500398762936,0,0,1,2,0,23,1,1620740441,-3.2299932216233636
ib1f91020,1,59.6,0,0,0,1.2598103437604136,0,1,5.9,3,1,187,5,1620740441,1.0921440788857568
labn01dxq,0,0,0,0,0,-1.6157022275450914,0,0,0.461392,1,0,21,2,1620740441,-0.7780152036830672
la8108g4q,0,20,1,0,0,0.591940945951296,0,0,0.5324439999999999,1,0,87,2,1620740441,-0.7780152036830672
ico501l4q,0,4,1,0,0,-0.3922108615141664,0,0,0.475972,3,1,39,2,1620740441,-0.7780152036830672
la8o30swq,0,1,0,0,0,-1.0724141621312375,0,0,1.514524,1,0,62,3,1620740441,0.2397118177539458
j8ig03lcq,0,2,0,0,0,-0.7662158670999736,0,0,0.47572,0,1,42,4,1620740441,0.7728496207883843
lb1414h1q,0,0,1,0,0,-1.6157022275450914,0,0,0.454604,1,0,13,2,1620740441,-0.7780152036830672
labn01060,1,0.2,0,0,0,-1.4703219745397793,0,0,1.1,1,0,52,2,1620740441,-0.7780152036830672
ibcf13asq,0,1,1,0,0,-1.0724141621312375,0,0,0.463264,3,1,24,2,1620740441,-0.7780152036830672
j8i0ard0q,0,34,0,1,2,0.919839605356715,1,1,2.044652,0,1,1251,2,1620740441,-0.7780152036830672
j6jt11030,1,4.5,0,0,2,-0.32384737376731604,0,0,0.48,0,1,96,3,1620740441,0.2397118177539458
j8qh04020,1,9,0,0,2,0.09506200417781331,0,0,0.670772,0,1,110,9,1620740441,1.6313035653743424
la8k03k2q,0,1,1,0,0,-1.0724141621312375,0,0,0.456336,1,0,26,2,1620740441,-0.7780152036830672
laaf1aitq,0,0,0,0,0,-1.6157022275450914,0,0,0.463012,1,0,18,2,1620740441,-0.7780152036830672
j8i0a6s3q,0,34,0,1,2,0.919839605356715,1,1,2.101032,0,1,1815,2,1620740441,-0.7780152036830672
j8i0clknq,0,34,0,1,2,0.919839605356715,1,1,2.068492,0,1,1633,2,1620740441,-0.7780152036830672
j8i0axyyq,0,34,0,1,2,0.919839605356715,1,1,2.043832,0,1,1711,2,1620740441,-0.7780152036830672
la7x01c2q,0,1,0,0,0,-1.0724141621312375,0,0,1.51718,1,0,71,3,1620740441,0.2397118177539458
j8i0bjxjq,0,34,0,1,2,0.919839605356715,1,1,2.045232,0,1,2205,2,1620740441,-0.7780152036830672
ib2k25uoq,0,24,0,0,0,0.7051335898518772,0,0,0.5838,3,1,53,2,1620740441,-0.7780152036830672
j6lp02010,1,137.4,0,1,1,1.748081920408613,1,2,13.78,0,1,19181,5,1620740441,1.0921440788857568
la9k01rrq,0,0,1,0,0,-1.6157022275450914,0,0,0.455136,1,0,16,2,1620740441,-0.7780152036830672
la7t04wxq,0,0,1,0,0,-1.6157022275450914,0,0,0.455024,1,0,11,2,1620740441,-0.7780152036830672
lb2403pdq,0,0,1,0,0,-1.6157022275450914,0,0,0.462228,1,0,26,2,1620740441,-0.7780152036830672
j8iva1pyq,0,1,1,1,2,-1.0724141621312375,0,0,0.463188,0,1,30,2,1620740441,-0.7780152036830672
j8i0btvbq,0,34,0,1,2,0.919839605356715,1,1,2.045952,0,1,2141,2,1620740441,-0.7780152036830672
j8i0cndgq,0,34,0,1,2,0.919839605356715,1,1,2.068952,0,1,1910,2,1620740441,-0.7780152036830672
la9k01w1q,0,0,1,0,0,-1.6157022275450914,0,0,0.454828,1,0,23,2,1620740441,-0.7780152036830672
j8iv01paq,0,2,0,0,2,-0.7662158670999736,0,0,0.481584,0,1,36,2,1620740441,-0.7780152036830672
la8k03k0q,0,1,1,0,0,-1.0724141621312375,0,0,0.45564,1,0,20,2,1620740441,-0.7780152036830672
la8133v9q,0,19,1,0,0,0.5600260186195137,0,0,0.5263359999999999,1,0,83,2,1620740441,-0.7780152036830672
j8i0bhl4q,0,34,0,1,2,0.919839605356715,1,1,2.044484,0,1,2400,2,1620740441,-0.7780152036830672
j8i0bxvbq,0,34,0,1,2,0.919839605356715,1,1,2.0729,0,1,2254,2,1620740441,-0.7780152036830672
la7v01dkq,0,1,1,0,0,-1.0724141621312375,0,0,0.455824,1,0,16,2,1620740441,-0.7780152036830672
la9k03bxq,0,0,1,0,0,-1.6157022275450914,0,0,0.455936,1,0,24,2,1620740441,-0.7780152036830672
j8rq24010,1,9,0,0,2,0.09506200417781331,0,0,0.654544,0,1,118,9,1620740441,1.6313035653743424
lb2403pcq,0,0,1,0,0,-1.6157022275450914,0,0,0.462476,1,0,19,2,1620740441,-0.7780152036830672
ibcf0bpfq,0,4,1,0,0,-0.3922108615141664,0,0,0.47702,3,1,36,2,1620740441,-0.7780152036830672
j8qo16020,1,5,0,0,2,-0.2618199013465426,0,0,0.541964,0,1,66,5,1620740441,1.0921440788857568
la8k03i8q,0,1,1,0,0,-1.0724141621312375,0,0,0.45594,1,0,20,2,1620740441,-0.7780152036830672
j8i0cllpq,0,34,0,1,2,0.919839605356715,1,1,2.044896,0,1,1912,2,1620740441,-0.7780152036830672
la9k03aqq,0,2,1,0,0,-0.7662158670999736,0,0,0.457096,1,0,28,2,1620740441,-0.7780152036830672
lb1410giq,0,9,1,0,0,0.09506200417781331,0,0,0.455704,1,0,12,2,1620740441,-0.7780152036830672
j8ig05req,0,2,0,0,0,-0.7662158670999736,0,0,0.516644,0,1,54,4,1620740441,0.7728496207883843
j8rtb1030,1,9,0,0,2,0.09506200417781331,0,0,0.664844,0,1,118,9,1620740441,1.6313035653743424
ibfka5e7q,0,20,0,0,0,0.591940945951296,0,0,0.57068,3,1,71,2,1620740441,-0.7780152036830672
ibh706htq,0,9.2,1,0,0,0.10865022812885344,0,0,0.337,3,1,19.59,1,1620740441,-3.2299932216233636
o3tw01nkq,0,2.3,0,0,1,-0.6954500398762936,0,0,1,2,0,17,1,1620740441,-3.2299932216233636
ibnz01vbq,0,6.4,0,0,0,-0.11380837655029231,0,0,0.322,3,1,20.83,1,1620740441,-3.2299932216233636
j8i0c9gcq,0,34,0,1,2,0.919839605356715,1,1,2.07084,0,1,1731,2,1620740441,-0.7780152036830672
ibbw12oqq,0,35,0,0,0,0.9375950901966635,0,0,0.667684,3,0,109,2,1620740441,-0.7780152036830672
lb1o12lkq,0,9,1,0,0,0.09506200417781331,0,0,0.4549,1,0,14,2,1620740441,-0.7780152036830672
ia2k03020,1,119.1,0,0,0,1.6661583436159777,0,0,0.05,3,1,151,5,1620740441,1.0921440788857568
j8r013010,1,69,0,1,2,1.3470427631721529,1,1,2.812348,0,1,2963,5,1620740441,1.0921440788857568
laa103s9q,0,0,0,0,0,-1.6157022275450914,0,0,0.462144,1,0,24,2,1620740441,-0.7780152036830672
laa110feq,0,0,0,0,0,-1.6157022275450914,0,0,0.4622520000000001,1,0,25,2,1620740441,-0.7780152036830672
j9i004050,1,5,0,0,0,-0.2618199013465426,0,0,0.566828,0,1,65,9,1620740441,1.6313035653743424
lb3z14d4q,0,0,0,0,0,-1.6157022275450914,0,0,0.4617,1,0,22,2,1620740441,-0.7780152036830672
la8o23veq,0,1,0,0,0,-1.0724141621312375,0,0,1.514404,1,0,63,3,1620740441,0.2397118177539458
j8i0bqwwq,0,34,0,1,2,0.919839605356715,1,1,2.044548,0,1,1953,2,1620740441,-0.7780152036830672
j8i0afajq,0,34,0,1,2,0.919839605356715,1,1,2.0429,0,1,1809,2,1620740441,-0.7780152036830672
j8i0ckbpq,0,34,0,1,2,0.919839605356715,1,1,2.0449,0,1,1136,2,1620740441,-0.7780152036830672
od9m30j3q,0,0.1,1,0,1,-1.5394799101989651,0,0,0.268,2,0,18.37,1,1620740441,-3.2299932216233636
ico501lpq,0,4,1,0,0,-0.3922108615141664,0,0,0.476368,3,1,37,2,1620740441,-0.7780152036830672
la9k02cvq,0,1,1,0,0,-1.0724141621312375,0,0,0.455404,1,0,22,2,1620740441,-0.7780152036830672
la9k01s1q,0,0,1,0,0,-1.6157022275450914,0,0,0.455604,1,0,20,2,1620740441,-0.7780152036830672
j8i0ajcpq,0,34,0,1,2,0.919839605356715,1,1,2.060584,0,1,1958,2,1620740441,-0.7780152036830672
ibfi06laq,0,60,0,0,0,1.2638087632649526,0,0,0.63454,3,1,64,2,1620740441,-0.7780152036830672
j8dx48020,1,18.1,0,0,1,0.5298107589214885,0,2,13.24,0,1,291,9,1620740441,1.6313035653743424
la9x22gqq,0,9,1,0,0,0.09506200417781331,0,0,0.456532,1,0,17,2,1620740441,-0.7780152036830672
lb2a21ejq,0,0,0,0,0,-1.6157022275450914,0,0,0.460912,1,0,18,2,1620740441,-0.7780152036830672
la9k02ziq,0,0,1,0,0,-1.6157022275450914,0,0,0.4547600000000001,1,0,23,2,1620740441,-0.7780152036830672
icdxbeofq,0,26,0,0,0,0.754674850225685,0,0,0.6005520000000001,3,1,62,2,1620740441,-0.7780152036830672
j6fl6abkq,0,34.3,0,1,1,0.9252225381380749,1,0,0.71,0,1,1885,1,1620740441,-3.2299932216233636
lb1o05jwq,0,0,0,0,0,-1.6157022275450914,0,0,0.455268,1,0,13,2,1620740441,-0.7780152036830672
la9k02dmq,0,0,1,0,0,-1.6157022275450914,0,0,0.455164,1,0,23,2,1620740441,-0.7780152036830672
ibsf01020,1,175,0,1,2,1.8851298437124049,1,1,4.627848,3,1,4405,11,1620740441,1.7423065576081127
la78r1e0q,0,2,0,0,0,-0.7662158670999736,0,0,1.530164,1,0,64,3,1620740441,0.2397118177539458
j8i0bqwuq,0,34,0,1,2,0.919839605356715,1,1,2.0434360000000003,0,1,1894,2,1620740441,-0.7780152036830672
la7t04w3q,0,2,1,0,0,-0.7662158670999736,0,0,0.45688,1,0,21,2,1620740441,-0.7780152036830672
j8i0asr6q,0,34,0,1,2,0.919839605356715,1,1,2.062924,0,1,1472,2,1620740441,-0.7780152036830672
iabg04ccq,0,35,0,0,0,0.9375950901966635,0,0,0.610276,3,0,54,2,1620740441,-0.7780152036830672
j8i0btwwq,0,34,0,1,2,0.919839605356715,1,1,2.042532,0,1,1948,2,1620740441,-0.7780152036830672
la8118i6q,0,19,1,0,0,0.5600260186195137,0,0,0.529864,1,0,80,2,1620740441,-0.7780152036830672
j8i0baeoq,0,34,0,1,2,0.919839605356715,1,1,2.046596,0,1,1704,2,1620740441,-0.7780152036830672
ibcf13akq,0,1,1,0,0,-1.0724141621312375,0,0,0.4597479999999999,3,1,29,2,1620740441,-0.7780152036830672
idmi22010,1,20.2,1,0,0,0.5981290371814796,0,2,9.23,3,1,172,8,1620740441,1.5516021849277901
j8i0btucq,0,34,0,1,2,0.919839605356715,1,1,2.042368,0,1,1737,2,1620740441,-0.7780152036830672
ib2k25unq,0,24,0,0,0,0.7051335898518772,0,0,0.583936,3,1,71,2,1620740441,-0.7780152036830672
icdxbfolq,0,26,0,0,0,0.754674850225685,0,0,0.6007399999999999,3,1,114,2,1620740441,-0.7780152036830672
j8i0bbshq,0,34,0,1,2,0.919839605356715,1,1,2.078212,0,1,1271,2,1620740441,-0.7780152036830672
laaz01m2q,0,0,0,0,0,-1.6157022275450914,0,0,0.46182,1,0,24,2,1620740441,-0.7780152036830672
laa102fpq,0,0,0,0,0,-1.6157022275450914,0,0,0.4619,1,0,19,2,1620740441,-0.7780152036830672
j8i0bxvdq,0,34,0,1,2,0.919839605356715,1,1,2.043888,0,1,2585,2,1620740441,-0.7780152036830672
lb1s08gvq,0,9,1,0,0,0.09506200417781331,0,0,0.455228,1,0,16,2,1620740441,-0.7780152036830672
ibcj04jlq,0,24,0,0,0,0.7051335898518772,0,0,0.584816,3,1,113,2,1620740441,-0.7780152036830672
j8qw01060,1,69,0,1,2,1.3470427631721529,1,1,2.7714,0,1,2929,5,1620740441,1.0921440788857568
la7t02qtq,0,0,1,0,0,-1.6157022275450914,0,0,0.455192,1,0,16,2,1620740441,-0.7780152036830672
ibbt02bvq,0,13,0,0,0,0.3234899654738656,0,0,0.5302720000000001,3,1,71,2,1620740441,-0.7780152036830672
j8i0ayjsq,0,34,0,1,2,0.919839605356715,1,1,2.043732,0,1,1699,2,1620740441,-0.7780152036830672
lb3e34wfq,0,0,0,0,0,-1.6157022275450914,0,0,0.462216,1,0,22,2,1620740441,-0.7780152036830672
la8mlvp1q,0,190,0,0,0,1.9312634500247479,0,1,2.480684,1,0,399,3,1620740441,0.2397118177539458
j8s001010,1,138,0,1,2,1.750568425712719,1,1,4.195668,0,1,5155,9,1620740441,1.6313035653743424
iaac13070,1,2.2,1,0,0,-0.7182475286062124,0,0,1.1,3,1,43,3,1620740441,0.2397118177539458
ibg001bcq,0,1,1,1,2,-1.0724141621312375,1,0,1.112572,3,1,106,2,1620740441,-0.7780152036830672
ibcf0bpdq,0,10,1,0,0,0.16029560108428442,0,0,0.511908,3,1,29,2,1620740441,-0.7780152036830672
j8hk01vnq,0,2.1,0,0,0,-0.7418186326713031,0,0,0.284,0,0,11.29,1,1620740441,-3.2299932216233636
j6lk02020,1,9,0,0,1,0.09506200417781331,0,0,1.34,0,1,113,5,1620740441,1.0921440788857568
ic2i15040,1,139.6,0,1,1,1.7571434890922968,1,2,9.46,3,1,6060,5,1620740441,1.0921440788857568
j8rq21020,1,138,0,1,2,1.750568425712719,1,1,4.223476,0,1,5049,9,1620740441,1.6313035653743424
la9k03ekq,0,1,1,0,0,-1.0724141621312375,0,0,0.455192,1,0,24,2,1620740441,-0.7780152036830672
la8123ehq,0,19,1,0,0,0.5600260186195137,0,0,0.52866,1,0,92,2,1620740441,-0.7780152036830672
j8i0cms9q,0,34,0,1,2,0.919839605356715,1,1,2.0686720000000003,0,1,1349,2,1620740441,-0.7780152036830672
j8qu02030,1,14,0,0,2,0.3696900149665785,0,0,0.7780520000000001,0,1,154,13,1620740441,1.8148625602026758
lb3e30ufq,0,0,0,0,0,-1.6157022275450914,0,0,0.462076,1,0,18,2,1620740441,-0.7780152036830672
lb1o22pcq,0,9,1,0,0,0.09506200417781331,0,0,0.45624,1,0,12,2,1620740441,-0.7780152036830672
la8k01g8q,0,0,1,0,0,-1.6157022275450914,0,0,0.4545,1,0,13,2,1620740441,-0.7780152036830672
ibpk01040,1,104.7,0,1,1,1.591706301743819,1,2,9.51,3,1,4214,4,1620740441,0.7728496207883843
j8i0bzo8q,0,34,0,1,2,0.919839605356715,1,1,2.074376,0,1,2337,2,1620740441,-0.7780152036830672
la9k01vgq,0,1,1,0,0,-1.0724141621312375,0,0,0.455736,1,0,23,2,1620740441,-0.7780152036830672
ib8d39iuq,0,22,0,0,0,0.6511675506647073,0,0,0.5705479999999999,3,1,74,2,1620740441,-0.7780152036830672
la7x01cqq,0,1,0,0,0,-1.0724141621312375,0,0,1.51812,1,0,79,3,1620740441,0.2397118177539458
ibh714fuq,0,0.5,1,0,0,-1.2948126187674407,0,0,0.28300000000000003,3,1,16.43,1,1620740441,-3.2299932216233636
ib3h03qoq,0,13,0,0,0,0.3234899654738656,0,0,0.5372520000000001,3,1,70,2,1620740441,-0.7780152036830672
ica510050,1,53,0,0,0,1.189439758783748,0,0,0.725284,3,1,172,9,1620740441,1.6313035653743424
labm02w9q,0,0,0,0,0,-1.6157022275450914,0,0,0.455648,1,0,14,2,1620740441,-0.7780152036830672
