x_files,x_size,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,wallclock,memory,mem_bin,n_files,total_mb,bin_pred,mem_pred,wall_pred,ipst
1.6313035653743424,2.1438642345805277,1,1,1,0,1,1,3,17442.0,35.54,3.0,9.0,279.1,,,,id6q01020
1.8653101841510609,2.2309253302731498,1,0,0,0,0,1,3,955.0,23.71,3.0,15.0,327.6,,,,id6l09010
-3.2299932216233636,0.19646384000139933,0,0,0,0,0,0,3,20.0,1.08,0.0,1.0,10.6,,,,iaaa02siq
1.3008477278950876,1.8835205430924904,1,1,1,0,1,1,3,9794.0,17.96,3.0,6.0,174.5,,,,idan29020
1.6931652094484353,0.3696900149665785,1,0,0,1,0,1,3,197.0,10.33,2.0,10.0,14.0,,,,ibr62a020
1.0921440788857568,1.6661583436159777,1,0,0,0,0,1,3,155.0,1.34,0.0,5.0,119.1,,,,ia2k14020
0.2397118177539458,-0.7182475286062124,1,0,0,1,0,1,3,43.0,1.1,0.0,3.0,2.2,,,,iaac13070
-3.2299932216233636,0.19646384000139933,0,0,0,0,0,0,3,12.0,1.08,0.0,1.0,10.6,,,,iaaa01ugq
1.0921440788857568,1.7571434890922968,1,1,1,0,1,1,3,5605.0,13.22,2.0,5.0,139.6,,,,ic2868010
1.0921440788857568,1.6661583436159777,1,0,0,0,0,1,3,140.0,1.2,0.0,5.0,119.1,,,,ia2k04010
1.0921440788857568,1.6661583436159777,1,0,0,0,0,1,3,162.0,0.02,0.0,5.0,119.1,,,,ia2818010
1.5516021849277901,2.0705952848801266,1,1,1,0,1,1,3,10133.0,28.48,3.0,8.0,244.2,,,,idla03020
0.2397118177539458,-0.7182475286062124,1,0,0,1,0,1,3,49.0,3.32,1.0,3.0,2.2,,,,iaac120f0
0.2397118177539458,-1.0724141621312375,1,0,0,1,0,1,3,35.0,3.31,1.0,3.0,1.0,,,,iaac210g0
0.2397118177539458,-1.0724141621312375,1,0,0,1,0,1,3,41.0,4.79,1.0,3.0,1.0,,,,iaac210m0
1.3008477278950876,1.8691440070626884,1,0,0,0,0,1,3,155.0,7.86,2.0,6.0,170.1,,,,ib0lad010
1.0921440788857568,1.7571434890922968,1,1,1,0,1,1,3,5120.0,13.3,2.0,5.0,139.6,,,,ibsp10010
1.4459577508481383,1.8968890647912215,1,0,0,0,0,1,3,206.0,9.05,2.0,7.0,178.7,,,,ia1e28010
1.6313035653743424,2.094830555587536,1,0,0,0,0,1,3,372.0,0.02,0.0,9.0,255.2,,,,ia21j2010
1.6313035653743424,1.9599189521498028,1,0,0,0,0,1,3,437.0,12.44,2.0,9.0,200.0,,,,icm40r010
0.2397118177539458,1.2804953246549797,1,0,0,0,0,1,3,68.0,3.35,1.0,3.0,61.7,,,,ia0k11010
1.4459577508481383,1.9855000233873548,1,1,1,0,1,1,3,13840.0,23.1,3.0,7.0,209.4,,,,idn020040
-3.2299932216233636,-1.0724141621312375,1,0,0,1,0,0,3,21.0,1.14,0.0,1.0,1.0,,,,iaax70d1q
-3.2299932216233636,0.40854140780624737,0,0,0,0,0,0,3,20.0,1.08,0.0,1.0,14.9,,,,iaak27frq
0.2397118177539458,-1.1975208939635544,1,0,0,1,0,1,3,39.0,3.31,1.0,3.0,0.7,,,,iaac140g0
0.2397118177539458,-0.7182475286062124,1,0,0,1,0,1,3,37.0,3.31,1.0,3.0,2.2,,,,iaac240d0
1.6931652094484353,0.3696900149665785,1,0,0,1,0,1,3,236.0,10.34,2.0,10.0,14.0,,,,ibr64a020
1.0921440788857568,1.2598103437604136,1,0,0,0,0,1,3,187.0,5.9,1.0,5.0,59.6,,,,ib1f91020
1.0921440788857568,1.5265075744748453,1,0,0,0,0,1,3,159.0,1.21,0.0,5.0,93.6,,,,ia1l75010
1.6313035653743424,2.0463535034398355,1,0,0,0,0,1,3,166.0,10.3,2.0,9.0,233.7,,,,icxe05010
0.7728496207883843,1.591706301743819,1,1,1,0,1,1,3,3848.0,9.28,2.0,4.0,104.7,,,,ibug26010
1.0921440788857568,1.2598103437604136,1,0,0,0,0,1,3,144.0,0.32,0.0,5.0,59.6,,,,i9zl62020
-3.2299932216233636,0.919839605356715,1,0,0,0,0,0,3,37.0,1.11,0.0,1.0,34.0,,,,ia2t73eaq
0.7728496207883843,1.591706301743819,1,1,1,0,1,1,3,4214.0,9.51,2.0,4.0,104.7,,,,ibpk01040
0.7728496207883843,1.591706301743819,1,1,1,0,1,1,3,4457.0,9.02,2.0,4.0,104.7,,,,ic2o07060
1.0921440788857568,1.6661583436159777,1,0,0,0,0,1,3,124.0,0.5,0.0,5.0,119.1,,,,ia2k11010
0.7728496207883843,1.591706301743819,1,1,1,0,1,1,3,5395.0,9.06,2.0,4.0,104.7,,,,ic2o04040
1.4459577508481383,1.9820357501241106,1,0,0,0,0,1,3,237.0,9.07,2.0,7.0,208.1,,,,idnl08010
1.6931652094484353,2.2079730585321142,1,1,1,0,1,1,3,16305.0,19.98,3.0,10.0,314.0,,,,idue01020
1.4459577508481383,1.9855000233873548,1,1,1,0,1,1,3,10609.0,20.79,3.0,7.0,209.4,,,,idlr07010
1.0921440788857568,1.7571434890922968,1,1,1,0,1,1,3,4862.0,13.35,2.0,5.0,139.6,,,,ibl73e020
-3.2299932216233636,0.40854140780624737,0,0,0,0,0,0,3,15.0,1.08,0.0,1.0,14.9,,,,iaak03ieq
1.8148625602026758,0.796021236229726,1,0,0,1,0,1,3,308.0,0.02,0.0,13.0,27.8,,,,ia2a20020
-3.2299932216233636,0.19646384000139933,0,0,0,0,0,0,3,15.0,1.02,0.0,1.0,10.6,,,,iaaa03z1q
1.0921440788857568,1.7571434890922968,1,1,1,0,1,1,3,6060.0,9.46,2.0,5.0,139.6,,,,ic2i15040
1.3008477278950876,1.8691440070626884,1,0,0,0,0,1,3,219.0,7.03,1.0,6.0,170.1,,,,ib0l7v010
1.3008477278950876,1.8835205430924904,1,1,1,0,1,1,3,9278.0,16.96,3.0,6.0,174.5,,,,ic0512010
1.0921440788857568,1.7571434890922968,1,1,1,0,1,1,3,6616.0,12.82,2.0,5.0,139.6,,,,ibzi22010
1.0921440788857568,0.21948326494378964,1,0,0,1,0,1,3,85.0,5.53,1.0,5.0,11.0,,,,ib0v28030
1.4459577508481383,1.9855000233873548,1,1,1,0,1,1,3,11133.0,21.76,3.0,7.0,209.4,,,,ie6d10030
0.2397118177539458,-1.1975208939635544,1,0,0,1,0,1,3,44.0,1.1,0.0,3.0,0.7,,,,iaac140i0
